name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Nostoc sp. C052	2576902	species	9879831	1	1	0.0
Nostoc sp. C057	2576903	species	9234448	3	2	0.0
Nostoc sp. TCL26-01	2576904	species	7387676	5633	1	0.0
Pedobacter sp. KBS0701	2578106	species	6334343	24	11	0.0
Pseudomonas sp. KBS0707	2578110	species	6109947	2	0	0.0
Bradyrhizobium sp. KBS0725	2578113	species	7308410	3	0	0.0
Bradyrhizobium sp. KBS0727	2578114	species	7308448	3	0	0.0
Agrobacterium sp. CGMCC 11546	2579248	species	5520332	1	0	0.0
Paraoceanicella profunda	2579971	species	5468583	1	1	0.0
Brevundimonas sp. SGAir0440	2579977	species	3153531	2	0	0.0
Agrobacterium sp. T29	2580515	species	5651790	2	0	0.0
Nocardioides sp. S-1144	2582905	species	4427648	49	48	0.0
Rhizobium indicum	2583231	species	15103842	2	0	0.0
Micromonospora sp. HM134	2583243	species	7565212	1	1	0.0
Thermosynechococcus sp. CL-1	2583530	species	2647823	58	2	0.0
Plantibacter sp. M259	2583822	species	4311036	10	5	0.0
Mesorhizobium sp. 8	2584466	species	4810323	2	2	0.0
Hymenobacter sp. DG01	2584940	species	5037225	1	0	0.0
Agromyces laixinhei	2585717	species	3437203	3	3	0.0
Thermothielavioides terrestris	2587410	species	36912256	2	0	0.0
Cellulosimicrobium sp. BI34T	2587808	species	4784181	2	1	0.0
Marinobacter sp. THAF39	2587857	species	4313266	4	0	0.0
Mycobacterium sp. THAF192	2587868	species	6016588	2	0	0.0
Marinobacter sp. THAF197a	2587869	species	4264018	4	0	0.0
Nocardioides sambongensis	2589074	species	4434294	4	3	0.0
Luteibacter pinisoli	2589080	species	4610696	1	1	0.0
Georgenia sp. Z443	2589797	species	4171640	1	1	0.0
Pseudarthrobacter sp. NIBRBAC000502771	2590774	species	4473115	1	0	0.0
Pseudarthrobacter sp. NIBRBAC000502770	2590785	species	4478122	3	2	0.0
Janthinobacterium tructae	2590869	species	6314370	4	2	0.0
Brevundimonas sp. M20	2591463	species	3315348	4	4	0.0
Nocardioides sp. JQ2195	2592334	species	4078334	2	2	0.0
Protaetiibacter larvae	2592654	species	2557894	2	1	0.0
Chryseobacterium sp. SNU WT5	2594269	species	3040096	2	0	0.0
Microlunatus sp. KUDC0627	2596828	species	5121194	2	2	0.0
Glaciihabitans sp. INWT7	2596912	species	3477829	3	2	0.0
Sphingomonas sp. NBWT7	2596913	species	3386925	14	10	0.0
Hymenobacter sp. NBH84	2596915	species	5388077	6	6	0.0
Frigoribacterium sp. NBH87	2596916	species	3407805	56	51	0.0
Tomitella sp. HY188	2597660	species	4013250	1	0	0.0
Humibacter sp. WJ7-1	2599293	species	4183638	2	2	0.0
Sphingomonas sp. XS-10	2599297	species	4154291	2	1	0.0
Crassaminicella sp. SY095	2599308	species	3083380	2	2	0.0
Pseudomonas eucalypticola	2599595	species	6401699	1	1	0.0
Bradyrhizobium sp. SG09	2599805	species	8442078	3	1	0.0
Bradyrhizobium sp. TM102	2599819	species	7363142	3	1	0.0
Tepidiforma bonchosmolovskayae	2601677	species	2746948	1	1	0.0
Noviherbaspirillum sp. UKPF54	2601898	species	4718988	1	1	0.0
Hypericibacter terrae	2602015	species	5894118	11	0	0.0
Hypericibacter adhaerens	2602016	species	5865246	15	4	0.0
Methylobacterium sp. WL1	2603276	species	6251194	265	263	0.0
Rhizobium sp. WL3	2603277	species	5354836	2	2	0.0
Salinibacterium sp. dk2585	2603292	species	2835338	2	2	0.0
Paraburkholderia sp. Msb3	2604047	species	8347503	1	1	0.0
Chitinophaga sp. XS-30	2604421	species	6183078	1	1	0.0
Pedobacter sp. CJ43	2605747	species	3854044	1	1	0.0
Microbacterium sp. 1S1	2606451	species	3400248	2	0	0.0
Sodaliphilus pleomorphus	2606626	species	3340670	1	0	0.0
Hymenobacter busanensis	2607656	species	4811981	4	4	0.0
Rathayibacter sp. VKM Ac-2759	2609252	species	4162637	10	6	0.0
Rathayibacter sp. VKM Ac-2760	2609253	species	4612414	18	13	0.0
Rathayibacter sp. VKM Ac-2801	2609255	species	3628592	2	0	0.0
Rathayibacter sp. VKM Ac-2805	2609258	species	3597743	3	1	0.0
Thermothielavioides	2609811	genus	36912256	1	0	0.0
Hymenobacter baengnokdamensis	2615203	species	4428884	26	15	0.0
Lacipirellula parvula	2650471	species	6922258	1	1	0.0
Pseudomonas sp. CFA	2651048	species	6136274	1	0	0.0
Thermoanaerosceptrum	2651578	genus	0	1	0	0.0
Hydrogenophaga sp. BPS33	2651974	species	6772294	1	1	0.0
Sphingomonas sp. CL5.1	2653203	species	4567794	14	14	0.0
Rubrobacter sp. SCSIO 52909	2653851	species	4584100	2	2	0.0
Rubrobacter sp. SCSIO 52915	2653852	species	4420351	6	3	0.0
Cellulomonas sp. JZ18	2654191	species	4043325	1	0	0.0
Nonomuraea nitratireducens	2656914	species	11273186	2	1	0.0
Devosia sp. S02	2657486	species	4048765	6	6	0.0
Calotrichaceae	2661849	family	0	2	0	0.0
Aeromicrobium yanjiei	2662028	species	3682026	6	4	0.0
Pseudomonas sp. 13159349	2662034	species	5977292	2	0	0.0
Nocardioides sp. dk884	2662361	species	4278786	7	2	0.0
Sphingobacterium sp. dk4302	2662364	species	4322926	1	0	0.0
Nocardioides sp. zg-579	2663857	species	4391338	7	4	0.0
Aeromicrobium sp. zg-629	2663859	species	3134783	3	3	0.0
Pseudomonas sp. CFSAN084952	2664899	species	6326501	2	0	0.0
Bacillus sp. N3536	2666127	species	4016906	1	0	0.0
Aminobacter sp. MDW-2	2666139	species	6607828	2	0	0.0
Microlunatus sp. Gsoil 973	2672569	species	4913910	1	1	0.0
Hymenobacter sp. BRD67	2675877	species	4697693	26	13	0.0
Hymenobacter sp. BRD128	2675878	species	4877965	40	35	0.0
Pseudomonas sp. St316	2678257	species	6777545	1	1	0.0
Pseudomonas sp. Seg1	2678259	species	6625535	1	1	0.0
Pseudomonas sp. Ost2	2678260	species	7357961	2	1	0.0
Methylococcus sp. IM1	2681310	species	3371031	1	1	0.0
Klebsiella sp. STW0522-44	2681387	species	5625027	1	0	0.0
Sphingomonas sp. LMO-1	2681549	species	4538634	13	12	0.0
Variovorax sp. RKNM96	2681552	species	7168845	5	3	0.0
Pseudomonas bijieensis	2681983	species	6730360	1	0	0.0
Erwinia sp. J780	2681984	species	4750253	1	1	0.0
Mucilaginibacter ginkgonis	2682091	species	3697784	1	1	0.0
Tepidiformia	2682225	class	0	8	0	0.0
Diaminobutyricimonas sp. LJ205	2683590	species	3222608	2	1	0.0
Nocardioides sp. ZJ1313	2685869	species	4264922	9	5	0.0
Winogradskyella schleiferi	2686078	species	4560973	1	1	0.0
Streptomyces broussonetiae	2686304	species	9735779	1	1	0.0
Cellulophaga sp. L1A9	2686362	species	5072468	1	0	0.0
Lactobacillus sp. JM1	2690380	species	2085415	1	0	0.0
Pirellulaceae	2691357	family	6670887	3	0	0.0
Lacipirellulaceae	2691359	family	0	2	0	0.0
Stenotrophomonas sp. 364	2691571	species	4843584	1	0	0.0
Streptomyces sp. HM190	2695266	species	7762826	2	1	0.0
Methylobacterium sp. NI91	2696058	species	5409262	11	5	0.0
Methylobacterium sp. CLZ	2696060	species	5409250	6	0	0.0
Xylophilus rhododendri	2697032	species	5873400	4	4	0.0
Sphingomonas sp. C33	2698679	species	3005093	1	1	0.0
Gordonia sp. JH63	2698900	species	5338743	3	1	0.0
Mucilaginibacter sp. 14171R-50	2703789	species	4535041	10	10	0.0
Cellulomonas sp. H30R-01	2704467	species	4492978	1	1	0.0
Caballeronia sp. SBC2	2705547	species	9323419	1	0	0.0
Caballeronia sp. SBC1	2705548	species	8848153	2	1	0.0
Casimicrobiaceae	2705999	family	0	4	0	0.0
Pseudomonas sp. OIL-1	2706126	species	4226320	3	2	0.0
Microbacterium sp. HY82	2708079	species	3622163	1	0	0.0
Salinibacterium sp. ZJ70	2708084	species	2844936	3	1	0.0
Salinibacterium sp. ZJ450	2708338	species	3831235	1	1	0.0
Jeotgalicoccus sp. WY2	2708346	species	2433118	7	7	0.0
Massilia sp. Dwa41.01b	2709302	species	5348477	6	0	0.0
Massilia sp. Se16.2.3	2709303	species	5351291	6	0	0.0
Microbacterium sp. Se63.02b	2709304	species	4082358	5	5	0.0
Schaalia sp. ZJ405	2709403	species	2345961	1	1	0.0
Anaerolinea sp. 'rifampicinis'	2710758	species	5631885	13	12	0.0
Sphingomonas sp. MK52	2711156	species	4327794	3	3	0.0
Sphingosinithalassobacter sp. zrk23	2711215	species	3859475	2	1	0.0
Nordella sp. HKS 07	2712222	species	7184314	1	1	0.0
Nocardioides anomalus	2712223	species	5120341	5	4	0.0
Chryseobacterium sp. POL2	2713414	species	3243462	1	1	0.0
Diaphorobacter sp. HDW4B	2714925	species	6214887	2	1	0.0
Hymenobacter sp. HDW8	2714932	species	5107029	1	0	0.0
Nocardioides piscis	2714938	species	3784668	3	3	0.0
Nocardioides sp. HDW12B	2714939	species	4192138	2	0	0.0
Pedobacter sp. HDW13	2714940	species	6376638	25	15	0.0
Phycicoccus sp. HDW14	2714941	species	4071256	5	3	0.0
Sphingomonas sp. HDW15A	2714942	species	2340126	1	0	0.0
Sphingomonas sinipercae	2714944	species	2071006	1	0	0.0
Thermomonas sp. HDW16	2714945	species	2795589	1	1	0.0
Bradyrhizobium sp. PSBB068	2715960	species	7670478	2	1	0.0
Hydrogenophaga sp. BA0156	2716225	species	4561131	3	3	0.0
Candidatus Frankia datiscae	2716812	species	5340989	1	0	0.0
Phyllobacterium sp. 628	2718938	species	5254435	1	1	0.0
Streptomyces sp. DSM 40868	2721173	species	9195693	2	0	0.0
Streptomyces sp. RPA4-2	2721244	species	9856149	2	2	0.0
Rhodococcus sp. DMU1	2722825	species	6835256	1	0	0.0
Leifsonia sp. PS1209	2724914	species	4091164	5	5	0.0
Chitinophaga sp. 1303	2725414	species	8363885	1	0	0.0
Chitinophaga sp. 1310	2725416	species	8511252	1	0	0.0
Pseudomonas sp. TUM18999	2725477	species	6826062	1	1	0.0
Acinetobacter sp. NEB149	2725684	species	3490949	2	0	0.0
Ochrobactrum sp. MT180101	2726427	species	5289804	14	0	0.0
Pseudomonas sp. gcc21	2726989	species	3983233	5	4	0.0
Duganella sp. GN2-R2	2728020	species	6370297	4	4	0.0
Duganella sp. AF9R3	2728021	species	6532782	8	8	0.0
Mucilaginibacter sp. F39-2	2728022	species	4984039	1	1	0.0
Catellatospora sp. IY07-71	2728827	species	8595826	2	1	0.0
Cellulomonas taurus	2729175	species	3437431	2	1	0.0
Halomonas sp. PGE1	2730360	species	3905792	9	9	0.0
Pseudomonas sp. ADAK13	2730847	species	7300098	1	0	0.0
Streptomyces sp. Z423-1	2730915	species	9460473	1	0	0.0
Rhizobium sp. NLR16a	2731112	species	6575602	1	1	0.0
Gemmatimonas sp. TET16	2732249	species	5179092	1	1	0.0
Burkholderia sp. MBR-1	2732364	species	7106862	1	0	0.0
Halomonas sp. MCCC 1A11059	2733484	species	4491948	1	0	0.0
Psychrobacter sp. KCTC 72983	2733866	species	3081603	2	1	0.0
Sphingobium sp. KCTC 72723	2733867	species	4429423	4	2	0.0
Herbiconiux sp. SALV-R1	2735133	species	4522361	12	11	0.0
Sphingomonas sp. AP4-R1	2735134	species	5274170	13	13	0.0
Hymenobacter sp. TS19	2735321	species	4879662	2	1	0.0
Diaphorobacter sp. JS3050	2735554	species	4032523	1	0	0.0
Spirosoma taeanense	2735870	species	5719932	4	1	0.0
Pseudonocardia broussonetiae	2736640	species	7287435	4	4	0.0
Nocardioides sp. MC1495	2736757	species	4206296	4	3	0.0
Thermoleptolyngbya sp. PKUAC-SCTA183	2737172	species	5525100	1	0	0.0
Erythrobacter mangrovi	2739433	species	3058693	1	1	0.0
Actinomadura sp. NAK00032	2742128	species	9430849	1	1	0.0
Stenotrophomonas sp. NA06056	2742129	species	4519894	1	0	0.0
Amycolatopsis sp. Hca4	2742131	species	10972864	4	3	0.0
Verrucosispora sp. NA02020	2742132	species	7278285	1	0	0.0
Streptomyces sp. NA03103	2742134	species	8359435	2	0	0.0
Kitasatospora sp. NA04385	2742135	species	8400742	4	3	0.0
Methyloligella sp. GL2	2742204	species	3230794	1	1	0.0
Klebsiella sp. RHBSTW-00464	2742649	species	6938795	2	0	0.0
Citrobacter sp. RHBSTW-00821	2742663	species	5580368	1	1	0.0
Mesorhizobium sp. 113-1-2	2744515	species	7938383	1	0	0.0
Mesorhizobium sp. 131-2-1	2744518	species	7108569	1	1	0.0
Mesorhizobium sp. 131-2-5	2744519	species	7993902	1	0	0.0
Mesorhizobium sp. 131-3-5	2744520	species	7570147	1	0	0.0
Mesorhizobium sp. L-8-3	2744522	species	8445954	1	0	0.0
Mesorhizobium sp. L-8-10	2744523	species	8451969	1	0	0.0
Adhaeribacter radiodurans	2745197	species	6935613	1	1	0.0
Dyadobacter sp. Q3-56	2747268	species	6071216	15	13	0.0
Pseudomonas sp. ABC1	2748080	species	4035896	1	1	0.0
Pikeienuella piscinae	2748098	species	4373045	1	1	0.0
Bdellovibrio sp. KM01	2748865	species	3961288	1	0	0.0
Streptomyces sp. CB04723	2748873	species	7872196	1	0	0.0
Coxiella endosymbiont of Amblyomma nuttalli	2749996	species	1003026	1	0	0.0
Streptomyces sp. Rer75	2750011	species	10474412	1	1	0.0
Streptomyces sp. CB00271	2750025	species	8309852	94	92	0.0
Chryseoglobus indicus	2750620	species	2585348	3	0	0.0
Streptomyces sp. NEAU-sy36	2751189	species	8557534	1	0	0.0
Brevundimonas sp. AJA228-03	2752515	species	3038188	1	1	0.0
Streptomyces sp. M54	2759525	species	7958870	1	0	0.0
Sphingomonas sp. DH-S5	2759526	species	4262007	41	41	0.0
Pseudomonas sp. 29A	2759706	species	6775260	1	1	0.0
Sandaracinobacter sp. M6	2759707	species	3364212	2	2	0.0
Protaetiibacter sp. SSC-01	2759943	species	2958807	6	4	0.0
Devosia sp. MC521	2759954	species	3780495	14	0	0.0
Tomitella sp. HY172	2760083	species	4353844	3	1	0.0
Nocardioides sp. S-713	2760089	species	4207844	12	12	0.0
Tessaracoccus sp. MC1865	2760310	species	3035218	2	0	0.0
Lacibacter sp. S13-6-6	2760713	species	5119652	1	1	0.0
Janibacter sp. YB324	2761047	species	3369845	3	0	0.0
Pseudonocardia sp. CGMCC 4.1532	2761535	species	6490139	2	1	0.0
Mycolicibacterium sp. LJ126	2761578	species	6181092	1	0	0.0
Hymenobacter sp. S2-20-2	2761579	species	4511071	2	2	0.0
Rickettsia sp. Tillamook 23	2761623	species	1438973	2	1	0.0
Weeksellaceae	2762318	family	3062042	3	0	0.0
Variovorax sp. PAMC26660	2762322	species	7388698	5	4	0.0
Variovorax sp. PAMC28562	2762323	species	4693528	2	1	0.0
Nakamurella sp. PAMC28650	2762325	species	5629850	4	3	0.0
Novosphingopyxis sp. PB63	2762729	species	3191507	1	0	0.0
Sphingosinithalassobacter sp. CS137	2762748	species	3194162	1	1	0.0
Streptomyces buecherae	2763006	species	17510359	1	1	0.0
Nocardioides sp. zg-1228	2763008	species	4054875	13	11	0.0
Acidobacterium sp. 4Y35	2763107	species	6271114	2	1	0.0
Sphingomonas sp. sand1-3	2764186	species	2513891	1	1	0.0
Massilia sp. CCM 8941	2765360	species	7432405	4	1	0.0
Microbacterium sp. Nx66	2766784	species	3457093	1	0	0.0
Pedobacter sp. SW-16	2766984	species	5825361	27	13	0.0
Levilactobacillus	2767886	genus	2464052	3	0	0.0
Streptomyces sp. CRXT-G-22	2768066	species	9947447	1	0	0.0
Streptomyces sp. CRPJ-33	2768068	species	8188347	3	3	0.0
Streptomyces sp. CRXT-Y-14	2768069	species	8354710	1	0	0.0
Clavibacter zhangzhiyongii	2768071	species	3098336	25	22	0.0
Roseomonas sp. 1318	2768161	species	4833053	4	2	0.0
Roseomonas sp. 546	2768162	species	4898652	64	63	0.0
Pantoea sp. MT58	2768165	species	4675847	21	5	0.0
Corynebacterium sp. zg-320	2768834	species	2206897	2	2	0.0
Wolbachia endosymbiont of Spodoptera picta	2769078	species	1339720	16	12	0.0
Massilia sp. LPB0304	2769491	species	5347093	7	4	0.0
Yimella sp. cx-51	2770551	species	3211201	1	1	0.0
Thermomonas sp. XSG	2771436	species	3047478	7	0	0.0
Chryseoglobus sp. 28M-23	2772253	species	2544477	3	0	0.0
Streptomyces sp. KY70	2772432	species	7838151	1	0	0.0
Streptomyces sp. KY75	2772433	species	7837660	1	1	0.0
Agreia sp. COWG	2773266	species	3436992	7	7	0.0
Frigoriglobus tundricola	2774151	species	9857393	1	0	0.0
Brevundimonas sp. LVF1	2774189	species	3550773	7	6	0.0
Brevundimonas sp. LVF2	2774190	species	3984955	14	13	0.0
Aminobacter sp. SR38	2774562	species	7367353	2	0	0.0
Arthrobacter sp. TES	2774874	species	4786524	3	0	0.0
Variovorax sp. 38R	2774875	species	6870625	5	4	0.0
Shewanella sp. WPAGA9	2775245	species	4942986	18	0	0.0
Skermanella sp. TT6	2775420	species	7569752	3	0	0.0
Stenotrophomonas sp. CW117	2775920	species	4090129	1	0	0.0
Amycolatopsis sp. FDAARGOS 1241	2778070	species	9798102	1	1	0.0
Chryseobacterium sp. FDAARGOS 1104	2778077	species	3699485	12	1	0.0
Clostridium sp. 'deep sea'	2779445	species	3831732	5	5	0.0
Novosphingobium sp. ES2-1	2780074	species	4545409	1	0	0.0
Saccharothrix sp. 6-C	2781735	species	9045220	2	1	0.0
Echinicola sp. 20G	2781961	species	5785879	1	0	0.0
Agromyces sp. G127AT	2781962	species	3453307	3	1	0.0
Streptomyces sp. XC 2026	2782004	species	5836896	2	0	0.0
Microbacterium sp. WY121	2782168	species	3712988	1	1	0.0
Rhizobium sp. 007	2785056	species	7601978	1	0	0.0
Koleobacter	2786989	genus	0	1	0	0.0
Pantoea sp. SM3640	2787629	species	3998540	29	11	0.0
Labrys sp. KNU-23	2789216	species	7551292	1	1	0.0
Actinomyces sp. HMT 175	2789425	species	3024208	1	1	0.0
Pedobacter sp. JBR3-12	2789740	species	5426070	18	12	0.0
Lysobacter arenosi	2795387	species	3947892	1	0	0.0
Curtobacterium sp. YC1	2795488	species	3378526	9	6	0.0
Kaistia sp. 32K	2795690	species	5352285	1	0	0.0
Streptomyces sp. ZYC-3	2797636	species	11347200	2	2	0.0
Croceicoccus sp. YJ47	2798724	species	3353209	1	1	0.0
Pseudomonas sp. Eqa60	2799184	species	6945475	2	0	0.0
Aurantiacibacter	2800681	genus	0	1	0	0.0
Brevundimonas sp. GRTSA-9	2800818	species	2976716	1	0	0.0
Streptomyces sp. CA-256286	2801033	species	8193177	2	0	0.0
Bacillus sp. TK-2	2801342	species	5286177	1	1	0.0
Kutzneria sp. CA-103260	2802641	species	11609901	1	1	0.0
Nocardioides sp. zg-536	2803858	species	3863826	7	4	0.0
Aequorivita sp. KX20305	2803865	species	3353883	2	2	0.0
Curtobacterium sp. 24E2	2804758	species	3805409	17	12	0.0
Pseudomonas sp. 15A4	2804761	species	5702273	38	29	0.0
Hydrogenophaga sp. YM1	2806262	species	4728845	3	1	0.0
Humisphaera borealis	2807512	species	7189892	1	1	0.0
Agrococcus sp. Marseille-Q4369	2810513	species	2737735	2	1	0.0
Ensifer sp. PDNC004	2811423	species	6778202	1	0	0.0
Variovorax sp. PDNC026	2811425	species	7110136	2	2	0.0
Thermoleptolyngbya sp. PKUAC-SCTB121	2811482	species	5490383	6	3	0.0
Paracoccus sp. H4-D09	2812658	species	4381421	1	1	0.0
Thermosynechococcus sp. TA-1	2813673	species	2658717	55	0	0.0
Leucobacter sp. CX169	2813744	species	2941848	1	1	0.0
Brevundimonas sp. CS1	2813778	species	3300602	2	2	0.0
Pseudomonas sp. SORT22	2813842	species	5800740	1	1	0.0
Caballeronia sp. M1242	2814653	species	5755538	2	1	0.0
Nostoc sp. UHCC 0702	2814655	species	8587404	5637	0	0.0
Flavobacterium sp. BB8	2816357	species	5513159	1	1	0.0
Lactococcus sp. LG1267	2816910	species	2181478	2	1	0.0
Lactococcus sp. LG606	2816912	species	2318463	3	2	0.0
Ottowia sp. 27C	2816950	species	4320685	1	0	0.0
Polaribacter sp. SM13	2818493	species	4143164	1	1	0.0
Brevilactibacter sp. MC1595	2819349	species	3430973	2	2	0.0
Cellulomonas sp. zg-ZUI188	2819978	species	3989908	2	2	0.0
Cellulomonas sp. zg-ZUI157	2819979	species	3980357	1	1	0.0
Aestuarium zhoushanense	2820523	species	3336108	1	1	0.0
Chloracidobacterium sp. D	2821536	species	3635588	2	0	0.0
Chloracidobacterium validum	2821543	species	3659143	2	0	0.0
Pseudomonas sp. Tri1	2823875	species	6707950	1	0	0.0
Psychrobacillus sp. INOP01	2829187	species	4301978	1	0	0.0
Erythrobacter sp. JK5	2829500	species	3340457	1	1	0.0
Chitinophaga sp. KRA15-503	2829818	species	8341603	1	0	0.0
Devosiaceae	2831106	family	3948887	6	0	0.0
Pseudomonas sp. RC3H12	2834406	species	5760142	1	0	0.0
Hymenobacter sp. BT18	2835648	species	4690582	4	3	0.0
Nocardioides sp. LMS-CY	2840457	species	5399158	8	7	0.0
Bradyrhizobium sp. S2-20-1	2840469	species	5554208	1	1	0.0
Bradyrhizobium sp. S2-11-2	2840472	species	5450494	3	3	0.0
Curtobacterium sp. L6-1	2841594	species	3402814	14	14	0.0
Amycolatopsis sp. YIM 96748	2842453	species	7657695	1	1	0.0
Nocardioides sp. G188	2849501	species	4901775	19	14	0.0
Aquihabitans sp. G128	2849779	species	4938963	2	2	0.0
Chloracidobacterium aggregatum	2851959	species	3741395	2	0	0.0
Roseobacteraceae	2854170	family	4402194	1	0	0.0
