['contig-0092817', 5843295]
['contig-0059586', 25965]
['contig-0077431', 25965]
['contig-0077548', 25965]
['contig-0084956', 25965]
['contig-0102777', 25965]
['contig-0093802', 25964]
['contig-0116192', 25963]
['contig-0124065', 25963]
['contig-0010465', 25962]
['contig-0023747', 25962]
['contig-0049062', 25962]
['contig-0106191', 25962]
['contig-0094786', 25961]
['contig-0123240', 25961]
['contig-0034542', 25960]
['contig-0035113', 25960]
['contig-0050344', 25960]
['contig-0091037', 25960]
['contig-0101591', 25960]
['contig-0127440', 25960]
['contig-0016999', 25958]
['contig-0028876', 25958]
['contig-0048852', 25958]
['contig-0090216', 25958]
['contig-0001383', 25957]
['contig-0095708', 25957]
['contig-0042993', 25956]
['contig-0074705', 25955]
['contig-0083763', 25955]
['contig-0118677', 25955]
['contig-0069742', 25954]
['contig-0016370', 25953]
['contig-0045219', 25953]
['contig-0051324', 25953]
['contig-0123702', 25953]
['contig-0057351', 25952]
['contig-0076519', 25952]
['contig-0078636', 25952]
['contig-0079259', 25952]
['contig-0088199', 25952]
['contig-0026820', 25951]
['contig-0101389', 25951]
['contig-0076709', 25950]
['contig-0097268', 25950]
['contig-0009528', 25949]
['contig-0030738', 25949]
['contig-0025535', 25948]
['contig-0126193', 25948]
['contig-0027127', 25947]
['contig-0084269', 25947]
['contig-0096545', 25947]
['contig-0115247', 25947]
['contig-0062492', 25944]
['contig-0089526', 25944]
['contig-0084213', 25943]
['contig-0049049', 25942]
['contig-0035512', 25941]
['contig-0086264', 25941]
['contig-0120750', 25941]
['contig-0127199', 25941]
['contig-0087216', 25940]
['contig-0094040', 25940]
['contig-0057123', 25939]
['contig-0111818', 25939]
['contig-0118461', 25939]
['contig-0055055', 25937]
['contig-0128224', 25937]
['contig-0004787', 25936]
['contig-0075995', 25936]
['contig-0068952', 25935]
['contig-0038845', 25934]
['contig-0048686', 25934]
['contig-0074855', 25934]
['contig-0076913', 25934]
['contig-0110360', 25934]
['contig-0118195', 25934]
['contig-0124735', 25934]
['contig-0016810', 25933]
['contig-0085068', 25932]
['contig-0099393', 25932]
['contig-0105036', 25932]
['contig-0086474', 25931]
['contig-0091866', 25931]
['contig-0118742', 25931]
['contig-0042409', 25930]
['contig-0065709', 25930]
['contig-0070377', 25930]
['contig-0003280', 25929]
['contig-0006480', 25929]
['contig-0061879', 25929]
['contig-0126914', 25929]
['contig-0040400', 25928]
['contig-0096227', 25927]
['contig-0032127', 25926]
['contig-0043271', 25926]
['contig-0053442', 25926]
['contig-0071155', 25926]
['contig-0094492', 25926]
['contig-0053437', 25925]
['contig-0055641', 25925]
['contig-0003181', 25924]
['contig-0022590', 25924]
['contig-0068700', 25924]
['contig-0008340', 25923]
['contig-0007792', 25922]
['contig-0003203', 25921]
['contig-0045275', 25921]
['contig-0002288', 25920]
['contig-0097659', 25919]
['contig-0115286', 25919]
['contig-0020202', 25918]
['contig-0126177', 25918]
['contig-0099427', 25916]
['contig-0016386', 25915]
['contig-0055712', 25915]
['contig-0065126', 25915]
['contig-0074656', 25915]
['contig-0089341', 25915]
['contig-0101121', 25915]
['contig-0020767', 25914]
['contig-0025254', 25914]
['contig-0048769', 25913]
['contig-0048925', 25913]
['contig-0109530', 25913]
['contig-0047916', 25912]
['contig-0119586', 25912]
['contig-0034727', 25911]
['contig-0068447', 25911]
['contig-0017626', 25909]
['contig-0053547', 25909]
['contig-0082172', 25909]
['contig-0073854', 25908]
['contig-0017112', 25907]
['contig-0020512', 25907]
['contig-0059052', 25907]
['contig-0107833', 25907]
['contig-0115436', 25907]
['contig-0126490', 25906]
['contig-0000191', 25905]
['contig-0002586', 25905]
['contig-0068446', 25905]
['contig-0089213', 25905]
['contig-0093088', 25905]
['contig-0123653', 25905]
['contig-0003511', 25904]
['contig-0072660', 25904]
['contig-0107058', 25904]
['contig-0101661', 25902]
['contig-0122193', 25901]
['contig-0072453', 25900]
['contig-0079673', 25899]
['contig-0122365', 25899]
['contig-0124816', 25898]
['contig-0053072', 25897]
['contig-0090439', 25897]
['contig-0103835', 25897]
['contig-0105342', 25897]
['contig-0117052', 25896]
['contig-0006673', 25894]
['contig-0027153', 25894]
['contig-0062298', 25894]
['contig-0082340', 25894]
['contig-0107169', 25893]
['contig-0124100', 25893]
['contig-0023860', 25892]
['contig-0059236', 25892]
['contig-0113462', 25892]
['contig-0010751', 25891]
['contig-0052535', 25891]
['contig-0082749', 25891]
['contig-0070249', 25890]
['contig-0074546', 25890]
['contig-0117280', 25890]
['contig-0053257', 25889]
['contig-0038241', 25887]
['contig-0044455', 25887]
['contig-0063443', 25887]
['contig-0098504', 25887]
['contig-0112537', 25887]
['contig-0099407', 25886]
['contig-0012539', 25884]
['contig-0114404', 25884]
['contig-0119305', 25884]
['contig-0084733', 25882]
['contig-0116542', 25882]
['contig-0050495', 25881]
['contig-0081821', 25881]
['contig-0015172', 25880]
['contig-0048185', 25880]
['contig-0114551', 25879]
['contig-0018314', 25878]
['contig-0026082', 25878]
['contig-0091750', 25878]
['contig-0107137', 25878]
['contig-0066446', 25877]
['contig-0107667', 25877]
['contig-0031040', 25876]
['contig-0043418', 25876]
['contig-0055396', 25876]
['contig-0064792', 25876]
['contig-0077017', 25876]
['contig-0084101', 25876]
['contig-0092103', 25876]
['contig-0091546', 25875]
['contig-0125684', 25875]
['contig-0069405', 25874]
['contig-0020015', 25873]
['contig-0034790', 25873]
['contig-0038908', 25873]
['contig-0054915', 25872]
['contig-0061838', 25872]
['contig-0014812', 25871]
['contig-0033496', 25871]
['contig-0057168', 25871]
['contig-0059355', 25871]
['contig-0001165', 25870]
['contig-0055359', 25870]
['contig-0123956', 25869]
['contig-0125729', 25869]
['contig-0048438', 25867]
['contig-0097085', 25867]
['contig-0113394', 25867]
['contig-0000784', 25866]
['contig-0013864', 25866]
['contig-0042961', 25866]
['contig-0006255', 25865]
['contig-0087662', 25865]
['contig-0015348', 25864]
['contig-0007370', 25863]
['contig-0071780', 25863]
['contig-0041826', 25862]
['contig-0065766', 25862]
['contig-0085639', 25862]
['contig-0127952', 25861]
['contig-0030985', 25860]
['contig-0049589', 25860]
['contig-0122756', 25860]
['contig-0067601', 25859]
['contig-0009876', 25858]
['contig-0042903', 25858]
['contig-0120993', 25858]
['contig-0015071', 25857]
['contig-0080153', 25857]
['contig-0118445', 25857]
['contig-0014734', 25856]
['contig-0018267', 25856]
['contig-0059394', 25856]
['contig-0102363', 25855]
['contig-0117490', 25855]
['contig-0041476', 25854]
['contig-0074661', 25854]
['contig-0040887', 25853]
['contig-0117269', 25853]
['contig-0124678', 25853]
['contig-0028070', 25852]
['contig-0010668', 25851]
['contig-0086422', 25851]
['contig-0006814', 25850]
['contig-0043385', 25850]
['contig-0095320', 25850]
['contig-0115684', 25850]
['contig-0045852', 25849]
['contig-0058542', 25849]
['contig-0066003', 25849]
['contig-0080391', 25849]
['contig-0089515', 25849]
['contig-0000337', 25848]
['contig-0128204', 25848]
['contig-0028654', 25847]
['contig-0023104', 25846]
['contig-0037777', 25845]
['contig-0057397', 25845]
['contig-0102497', 25845]
['contig-0000042', 25844]
['contig-0016993', 25844]
['contig-0111789', 25844]
['contig-0040597', 25843]
['contig-0064097', 25843]
['contig-0001813', 25842]
['contig-0011915', 25842]
['contig-0110689', 25842]
['contig-0065256', 25841]
['contig-0073295', 25841]
['contig-0019006', 25840]
['contig-0054653', 25840]
['contig-0102929', 25839]
['contig-0070979', 25838]
['contig-0029474', 25837]
['contig-0035607', 25837]
['contig-0040268', 25837]
['contig-0023584', 25836]
['contig-0061916', 25836]
['contig-0064832', 25836]
['contig-0041231', 25835]
['contig-0122732', 25835]
['contig-0068083', 25834]
['contig-0128301', 25834]
['contig-0024082', 25833]
['contig-0073718', 25833]
['contig-0020262', 25832]
['contig-0031955', 25830]
['contig-0091305', 25828]
['contig-0109598', 25828]
['contig-0107837', 25827]
['contig-0058133', 25826]
['contig-0068921', 25825]
['contig-0102310', 25825]
['contig-0015720', 25823]
['contig-0067487', 25822]
['contig-0055572', 25821]
['contig-0071237', 25821]
['contig-0110197', 25821]
['contig-0000685', 25820]
['contig-0009361', 25820]
['contig-0079324', 25820]
['contig-0120550', 25820]
['contig-0039927', 25819]
['contig-0055125', 25819]
['contig-0064859', 25819]
['contig-0081855', 25819]
['contig-0094537', 25819]
['contig-0013995', 25818]
['contig-0041265', 25818]
['contig-0088185', 25818]
['contig-0122165', 25817]
['contig-0104250', 25816]
['contig-0035541', 25815]
['contig-0064267', 25815]
['contig-0069508', 25815]
['contig-0069509', 25815]
['contig-0105140', 25815]
['contig-0065775', 25814]
['contig-0086730', 25814]
['contig-0096225', 25814]
['contig-0098571', 25814]
['contig-0126990', 25814]
['contig-0048826', 25813]
['contig-0010941', 25811]
['contig-0024655', 25811]
['contig-0038663', 25811]
['contig-0047822', 25810]
['contig-0065566', 25810]
['contig-0069222', 25810]
['contig-0123852', 25810]
['contig-0057320', 25809]
['contig-0095905', 25808]
['contig-0115659', 25808]
['contig-0106132', 25807]
['contig-0032449', 25806]
['contig-0035421', 25806]
['contig-0125102', 25806]
['contig-0058606', 25805]
['contig-0092723', 25805]
['contig-0103253', 25805]
['contig-0122133', 25805]
['contig-0019356', 25804]
['contig-0046496', 25804]
['contig-0102761', 25804]
['contig-0027498', 25803]
['contig-0030718', 25803]
['contig-0039457', 25803]
['contig-0064944', 25803]
['contig-0046737', 25802]
['contig-0127348', 25802]
['contig-0019556', 25801]
['contig-0023286', 25801]
['contig-0060731', 25801]
['contig-0098857', 25801]
['contig-0015899', 25800]
['contig-0060502', 25800]
['contig-0061591', 25800]
['contig-0109852', 25799]
['contig-0111622', 25799]
['contig-0114402', 25799]
['contig-0000918', 25798]
['contig-0064135', 25798]
['contig-0032873', 25797]
['contig-0095245', 25797]
['contig-0107385', 25797]
['contig-0028217', 25796]
['contig-0083708', 25796]
['contig-0111097', 25796]
['contig-0119647', 25796]
['contig-0084399', 25795]
['contig-0090847', 25795]
['contig-0122104', 25795]
['contig-0025945', 25794]
['contig-0043248', 25794]
['contig-0044984', 25794]
['contig-0000468', 25793]
['contig-0028402', 25792]
['contig-0051727', 25792]
['contig-0006484', 25791]
['contig-0009823', 25791]
['contig-0047355', 25790]
['contig-0048479', 25790]
['contig-0092414', 25790]
['contig-0004489', 25789]
['contig-0048025', 25789]
['contig-0123587', 25789]
['contig-0127602', 25788]
['contig-0000303', 25787]
['contig-0049847', 25787]
['contig-0063509', 25786]
['contig-0067399', 25785]
['contig-0074796', 25785]
['contig-0074273', 25784]
['contig-0039867', 25783]
['contig-0048512', 25783]
['contig-0029907', 25782]
['contig-0038445', 25782]
['contig-0109957', 25782]
['contig-0038424', 25781]
['contig-0058207', 25781]
['contig-0121844', 25781]
['contig-0031226', 25780]
['contig-0104470', 25780]
['contig-0049301', 25779]
['contig-0063581', 25779]
['contig-0009806', 25778]
['contig-0035874', 25778]
['contig-0104004', 25778]
['contig-0064580', 25776]
['contig-0082701', 25776]
['contig-0062276', 25775]
['contig-0075562', 25775]
['contig-0115480', 25775]
['contig-0011658', 25774]
['contig-0090313', 25774]
['contig-0022278', 25773]
['contig-0033737', 25773]
['contig-0101696', 25773]
['contig-0092033', 25772]
['contig-0053777', 25771]
['contig-0078908', 25770]
['contig-0093065', 25769]
['contig-0115873', 25768]
['contig-0124602', 25767]
['contig-0124681', 25767]
['contig-0054541', 25766]
['contig-0071559', 25765]
['contig-0038626', 25763]
['contig-0070519', 25763]
['contig-0041776', 25762]
['contig-0080979', 25762]
['contig-0114919', 25762]
['contig-0029412', 25761]
['contig-0054333', 25761]
['contig-0110574', 25761]
['contig-0096631', 25760]
['contig-0124951', 25760]
['contig-0054693', 25759]
['contig-0075614', 25759]
['contig-0038015', 25758]
['contig-0037423', 25757]
['contig-0048738', 25757]
['contig-0070200', 25757]
['contig-0011865', 25756]
['contig-0037125', 25756]
['contig-0056945', 25756]
['contig-0111295', 25756]
['contig-0121609', 25756]
['contig-0126491', 25756]
['contig-0061834', 25755]
['contig-0003217', 25754]
['contig-0035656', 25754]
['contig-0054152', 25754]
['contig-0074338', 25754]
['contig-0039935', 25753]
['contig-0044078', 25753]
['contig-0057381', 25753]
['contig-0072625', 25753]
['contig-0073106', 25752]
['contig-0125751', 25752]
['contig-0015330', 25751]
['contig-0022015', 25751]
['contig-0121338', 25750]
['contig-0023257', 25749]
['contig-0069760', 25749]
['contig-0022683', 25748]
['contig-0025572', 25748]
['contig-0054947', 25748]
['contig-0078206', 25748]
['contig-0008127', 25746]
['contig-0063067', 25746]
['contig-0063358', 25746]
['contig-0094128', 25746]
['contig-0105544', 25746]
['contig-0107498', 25745]
['contig-0025496', 25744]
['contig-0072758', 25744]
['contig-0098796', 25744]
['contig-0117810', 25744]
['contig-0004627', 25743]
['contig-0011565', 25743]
['contig-0056011', 25743]
['contig-0063355', 25743]
['contig-0078650', 25743]
['contig-0116506', 25743]
['contig-0056342', 25742]
['contig-0075465', 25742]
['contig-0113232', 25742]
['contig-0004279', 25741]
['contig-0096318', 25741]
['contig-0103887', 25741]
['contig-0104516', 25741]
['contig-0038100', 25740]
['contig-0007671', 25739]
['contig-0026561', 25739]
['contig-0044940', 25739]
['contig-0078501', 25739]
['contig-0100578', 25739]
['contig-0110129', 25739]
['contig-0002551', 25738]
['contig-0067715', 25738]
['contig-0071600', 25738]
['contig-0127655', 25738]
['contig-0027351', 25737]
['contig-0126467', 25737]
['contig-0023292', 25736]
['contig-0031346', 25736]
['contig-0043211', 25736]
['contig-0096456', 25736]
['contig-0125206', 25736]
['contig-0041974', 25735]
['contig-0006452', 25734]
['contig-0052745', 25734]
['contig-0061441', 25734]
['contig-0081069', 25734]
['contig-0112589', 25734]
['contig-0014178', 25733]
['contig-0059300', 25733]
['contig-0061259', 25733]
['contig-0094757', 25733]
['contig-0007926', 25732]
['contig-0052202', 25732]
['contig-0022131', 25731]
['contig-0026751', 25730]
['contig-0030772', 25730]
['contig-0043329', 25730]
['contig-0070132', 25730]
['contig-0040563', 25729]
['contig-0051821', 25729]
['contig-0078543', 25729]
['contig-0092415', 25729]
['contig-0061681', 25728]
['contig-0113777', 25728]
['contig-0046099', 25726]
['contig-0077515', 25726]
['contig-0122388', 25726]
['contig-0124418', 25726]
['contig-0004413', 25725]
['contig-0023801', 25725]
['contig-0043330', 25725]
['contig-0063136', 25725]
['contig-0070085', 25725]
['contig-0094966', 25725]
['contig-0108487', 25725]
['contig-0008407', 25724]
['contig-0027828', 25723]
['contig-0106836', 25723]
['contig-0049331', 25722]
['contig-0050272', 25722]
['contig-0059716', 25721]
['contig-0122335', 25721]
['contig-0049837', 25720]
['contig-0078062', 25720]
['contig-0083714', 25720]
['contig-0052413', 25719]
['contig-0049038', 25718]
['contig-0102511', 25718]
['contig-0061911', 25717]
['contig-0074255', 25717]
['contig-0111843', 25716]
['contig-0039370', 25715]
['contig-0075489', 25715]
['contig-0023864', 25714]
['contig-0001080', 25713]
['contig-0003909', 25713]
['contig-0023394', 25713]
['contig-0096406', 25712]
['contig-0008970', 25711]
['contig-0023923', 25711]
['contig-0002491', 25710]
['contig-0013248', 25710]
['contig-0064117', 25710]
['contig-0101968', 25710]
['contig-0104628', 25710]
['contig-0023558', 25708]
['contig-0017867', 25707]
['contig-0019446', 25707]
['contig-0066156', 25706]
['contig-0083159', 25703]
['contig-0122763', 25703]
['contig-0128053', 25703]
['contig-0000004', 25702]
['contig-0063466', 25702]
['contig-0090101', 25702]
['contig-0124243', 25702]
['contig-0018460', 25701]
['contig-0066682', 25701]
['contig-0110622', 25701]
['contig-0053577', 25700]
['contig-0087947', 25699]
['contig-0011927', 25698]
['contig-0016377', 25698]
['contig-0048972', 25697]
['contig-0060323', 25697]
['contig-0083564', 25697]
['contig-0090091', 25697]
['contig-0106239', 25697]
['contig-0123512', 25697]
['contig-0055859', 25696]
['contig-0051577', 25695]
['contig-0010736', 25694]
['contig-0044255', 25694]
['contig-0079398', 25693]
['contig-0083241', 25693]
['contig-0003187', 25692]
['contig-0018776', 25691]
['contig-0067351', 25691]
['contig-0001546', 25690]
['contig-0000009', 25689]
['contig-0023471', 25689]
['contig-0070442', 25689]
['contig-0106861', 25689]
['contig-0120699', 25688]
['contig-0088956', 25687]
['contig-0124769', 25687]
['contig-0127406', 25687]
['contig-0037797', 25686]
['contig-0068101', 25686]
['contig-0094792', 25686]
['contig-0104201', 25685]
['contig-0114113', 25685]
['contig-0061549', 25683]
['contig-0023074', 25682]
['contig-0023772', 25682]
['contig-0104775', 25681]
['contig-0118618', 25681]
['contig-0090668', 25680]
['contig-0092673', 25680]
['contig-0092977', 25679]
['contig-0127194', 25679]
['contig-0015390', 25678]
['contig-0042486', 25678]
['contig-0109168', 25678]
['contig-0109373', 25678]
['contig-0120630', 25678]
['contig-0001178', 25677]
['contig-0093869', 25677]
['contig-0033435', 25676]
['contig-0079313', 25676]
['contig-0050485', 25675]
['contig-0019091', 25674]
['contig-0026779', 25673]
['contig-0069354', 25673]
['contig-0094846', 25673]
['contig-0106299', 25673]
['contig-0109953', 25673]
['contig-0121535', 25673]
['contig-0043336', 25672]
['contig-0113071', 25672]
['contig-0041564', 25671]
['contig-0056267', 25671]
['contig-0103992', 25670]
['contig-0086643', 25669]
['contig-0105154', 25669]
['contig-0077176', 25667]
['contig-0043871', 25666]
['contig-0051336', 25664]
['contig-0080167', 25664]
['contig-0023351', 25663]
['contig-0110868', 25663]
['contig-0106784', 25662]
['contig-0057809', 25661]
['contig-0074098', 25661]
['contig-0040942', 25660]
['contig-0068937', 25660]
['contig-0109624', 25660]
['contig-0127896', 25660]
['contig-0054418', 25659]
['contig-0075341', 25659]
['contig-0098200', 25659]
['contig-0122479', 25659]
['contig-0004379', 25657]
['contig-0111550', 25657]
['contig-0125611', 25657]
['contig-0039565', 25656]
['contig-0090575', 25656]
['contig-0010485', 25655]
['contig-0034733', 25655]
['contig-0072439', 25655]
['contig-0027852', 25654]
['contig-0029531', 25654]
['contig-0050883', 25654]
['contig-0108532', 25654]
['contig-0119840', 25654]
['contig-0121176', 25654]
['contig-0004160', 25653]
['contig-0114491', 25653]
['contig-0014001', 25652]
['contig-0031578', 25652]
['contig-0056625', 25652]
['contig-0126709', 25652]
['contig-0058597', 25651]
['contig-0101538', 25651]
['contig-0115808', 25651]
['contig-0127534', 25651]
['contig-0002405', 25650]
['contig-0080762', 25650]
['contig-0112798', 25650]
['contig-0021544', 25649]
['contig-0123984', 25649]
['contig-0021571', 25647]
['contig-0110720', 25647]
['contig-0022653', 25646]
['contig-0087111', 25646]
['contig-0106292', 25645]
['contig-0103377', 25644]
['contig-0107347', 25644]
['contig-0126626', 25644]
['contig-0127219', 25644]
['contig-0006846', 25643]
['contig-0015786', 25643]
['contig-0088150', 25643]
['contig-0054469', 25642]
['contig-0060061', 25642]
['contig-0060245', 25641]
['contig-0037385', 25640]
['contig-0052799', 25640]
['contig-0007264', 25639]
['contig-0033891', 25639]
['contig-0061378', 25639]
['contig-0048109', 25638]
['contig-0020643', 25637]
['contig-0028239', 25637]
['contig-0120333', 25637]
['contig-0025690', 25635]
['contig-0065317', 25634]
['contig-0084474', 25634]
['contig-0100351', 25634]
['contig-0114081', 25634]
['contig-0013373', 25633]
['contig-0060896', 25633]
['contig-0062603', 25633]
['contig-0011142', 25632]
['contig-0029287', 25632]
['contig-0123725', 25632]
['contig-0000087', 25631]
['contig-0032358', 25631]
['contig-0039968', 25631]
['contig-0106274', 25631]
['contig-0004305', 25629]
['contig-0015353', 25628]
['contig-0039050', 25628]
['contig-0071007', 25628]
['contig-0024467', 25627]
['contig-0036251', 25627]
['contig-0047228', 25627]
['contig-0013733', 25626]
['contig-0019443', 25626]
['contig-0043010', 25626]
['contig-0047104', 25626]
['contig-0120292', 25626]
['contig-0034648', 25625]
['contig-0071164', 25625]
['contig-0093562', 25625]
['contig-0088374', 25624]
['contig-0010635', 25623]
['contig-0032910', 25623]
['contig-0067251', 25623]
['contig-0117567', 25623]
['contig-0125628', 25623]
['contig-0093244', 25622]
['contig-0097592', 25622]
['contig-0017604', 25621]
['contig-0041411', 25621]
['contig-0096260', 25621]
['contig-0117437', 25621]
['contig-0004889', 25620]
['contig-0078015', 25619]
['contig-0026545', 25618]
['contig-0078114', 25618]
['contig-0118278', 25618]
['contig-0046990', 25617]
['contig-0115793', 25617]
['contig-0076992', 25616]
['contig-0030722', 25614]
['contig-0054545', 25613]
['contig-0072459', 25613]
['contig-0107304', 25613]
['contig-0112758', 25613]
['contig-0114443', 25613]
['contig-0010445', 25612]
['contig-0035296', 25612]
['contig-0113726', 25612]
['contig-0003994', 25610]
['contig-0054604', 25610]
['contig-0064600', 25610]
['contig-0063062', 25609]
['contig-0001689', 25608]
['contig-0006537', 25608]
['contig-0126856', 25607]
['contig-0098295', 25606]
['contig-0042794', 25603]
['contig-0049659', 25603]
['contig-0073925', 25603]
['contig-0114223', 25603]
['contig-0005764', 25602]
['contig-0031711', 25602]
['contig-0060360', 25602]
['contig-0084796', 25602]
['contig-0004312', 25601]
['contig-0025659', 25601]
['contig-0032460', 25601]
['contig-0034166', 25601]
['contig-0089743', 25600]
['contig-0054329', 25599]
['contig-0101939', 25599]
['contig-0114611', 25599]
['contig-0062594', 25598]
['contig-0000944', 25597]
['contig-0006954', 25596]
['contig-0125884', 25596]
['contig-0040631', 25595]
['contig-0057890', 25594]
['contig-0073869', 25594]
['contig-0073803', 25593]
['contig-0115693', 25593]
['contig-0119640', 25593]
['contig-0041674', 25592]
['contig-0054345', 25592]
['contig-0003392', 25591]
['contig-0093470', 25591]
['contig-0076249', 25590]
['contig-0041211', 25589]
['contig-0070163', 25589]
['contig-0020567', 25588]
['contig-0114034', 25588]
['contig-0055319', 25587]
['contig-0108124', 25584]
['contig-0002305', 25583]
['contig-0002437', 25583]
['contig-0015048', 25583]
['contig-0019447', 25583]
['contig-0032575', 25583]
['contig-0055611', 25583]
['contig-0085798', 25583]
['contig-0123206', 25583]
['contig-0125058', 25583]
['contig-0010541', 25582]
['contig-0093624', 25582]
['contig-0098782', 25582]
['contig-0031173', 25581]
['contig-0038603', 25581]
['contig-0045550', 25581]
['contig-0085054', 25581]
['contig-0010919', 25580]
['contig-0065428', 25580]
['contig-0083223', 25580]
['contig-0070055', 25579]
['contig-0119906', 25578]
['contig-0025348', 25577]
['contig-0055033', 25577]
['contig-0061691', 25577]
['contig-0079060', 25577]
['contig-0079134', 25577]
['contig-0088438', 25575]
['contig-0097712', 25575]
['contig-0104006', 25574]
['contig-0105887', 25574]
['contig-0076584', 25573]
['contig-0092991', 25573]
['contig-0107362', 25573]
['contig-0112935', 25573]
['contig-0120942', 25573]
['contig-0026882', 25572]
['contig-0075087', 25572]
['contig-0024161', 25571]
['contig-0048153', 25571]
['contig-0058705', 25571]
['contig-0101168', 25571]
['contig-0040636', 25570]
['contig-0070622', 25569]
['contig-0004190', 25568]
['contig-0006407', 25568]
['contig-0032944', 25567]
['contig-0042885', 25567]
['contig-0057291', 25567]
['contig-0077021', 25567]
['contig-0078071', 25567]
['contig-0011907', 25566]
['contig-0049037', 25566]
['contig-0107775', 25566]
['contig-0122674', 25566]
['contig-0109159', 25565]
['contig-0111302', 25565]
['contig-0065632', 25564]
['contig-0000112', 25563]
['contig-0023016', 25563]
['contig-0043575', 25563]
['contig-0046960', 25563]
['contig-0067685', 25563]
['contig-0093399', 25563]
['contig-0094770', 25563]
['contig-0121559', 25563]
['contig-0101899', 25562]
['contig-0123794', 25561]
['contig-0106459', 25560]
['contig-0123550', 25560]
['contig-0084618', 25559]
['contig-0126761', 25558]
['contig-0068205', 25557]
['contig-0112422', 25557]
['contig-0016340', 25556]
['contig-0026813', 25556]
['contig-0077112', 25555]
['contig-0121577', 25555]
['contig-0127498', 25553]
['contig-0002661', 25552]
['contig-0036507', 25552]
['contig-0126968', 25552]
['contig-0127965', 25552]
['contig-0090066', 25551]
['contig-0109012', 25551]
['contig-0016618', 25550]
['contig-0051124', 25550]
['contig-0021334', 25549]
['contig-0051601', 25549]
['contig-0120647', 25548]
['contig-0000024', 25547]
['contig-0094402', 25547]
['contig-0012132', 25546]
['contig-0108835', 25546]
['contig-0041054', 25545]
['contig-0007709', 25544]
['contig-0030041', 25544]
['contig-0054515', 25544]
['contig-0073125', 25544]
['contig-0074210', 25544]
['contig-0095293', 25544]
['contig-0003503', 25543]
['contig-0011948', 25543]
['contig-0091086', 25543]
['contig-0119823', 25543]
['contig-0122957', 25543]
['contig-0127878', 25543]
['contig-0001601', 25542]
['contig-0072130', 25542]
['contig-0080055', 25541]
['contig-0105690', 25541]
['contig-0011602', 25540]
['contig-0049516', 25540]
['contig-0027362', 25539]
['contig-0060901', 25539]
['contig-0096707', 25539]
['contig-0125197', 25539]
['contig-0041612', 25538]
['contig-0043208', 25538]
['contig-0003700', 25537]
['contig-0098318', 25537]
['contig-0063585', 25536]
['contig-0079297', 25536]
['contig-0004469', 25535]
['contig-0025637', 25535]
['contig-0073485', 25535]
['contig-0104848', 25535]
['contig-0045610', 25532]
['contig-0058848', 25532]
['contig-0042101', 25531]
['contig-0075142', 25531]
['contig-0075273', 25530]
['contig-0104213', 25530]
['contig-0045561', 25529]
['contig-0075474', 25529]
['contig-0083695', 25529]
['contig-0034232', 25528]
['contig-0068344', 25528]
['contig-0126157', 25528]
['contig-0007894', 25527]
['contig-0084282', 25527]
['contig-0003030', 25526]
['contig-0023858', 25526]
['contig-0099298', 25526]
['contig-0013401', 25524]
['contig-0040389', 25524]
['contig-0091089', 25524]
['contig-0103207', 25524]
['contig-0114440', 25523]
['contig-0030560', 25522]
['contig-0068020', 25522]
['contig-0069372', 25522]
['contig-0014068', 25521]
['contig-0032251', 25521]
['contig-0060114', 25521]
['contig-0089930', 25521]
['contig-0126120', 25521]
['contig-0122819', 25520]
['contig-0117950', 25519]
['contig-0052523', 25518]
['contig-0058000', 25518]
['contig-0115515', 25518]
['contig-0127715', 25518]
['contig-0100094', 25517]
['contig-0015879', 25516]
['contig-0077115', 25515]
['contig-0016513', 25514]
['contig-0021587', 25514]
['contig-0088069', 25514]
['contig-0121241', 25514]
['contig-0015107', 25513]
['contig-0021497', 25512]
['contig-0101003', 25512]
['contig-0025803', 25511]
['contig-0111317', 25511]
['contig-0051648', 25510]
['contig-0091296', 25510]
['contig-0013910', 25509]
['contig-0015811', 25509]
['contig-0054200', 25509]
['contig-0091191', 25509]
['contig-0006558', 25506]
['contig-0095287', 25506]
['contig-0115702', 25506]
['contig-0063483', 25505]
['contig-0008283', 25504]
['contig-0046610', 25504]
['contig-0125555', 25504]
['contig-0001396', 25502]
['contig-0061405', 25502]
['contig-0123179', 25502]
['contig-0079589', 25501]
['contig-0100714', 25501]
['contig-0010797', 25500]
['contig-0023639', 25500]
['contig-0119687', 25500]
['contig-0006762', 25499]
['contig-0069902', 25498]
['contig-0086881', 25498]
['contig-0112348', 25498]
['contig-0043802', 25497]
['contig-0074417', 25497]
['contig-0099530', 25497]
['contig-0113043', 25497]
['contig-0035615', 25496]
['contig-0106560', 25496]
['contig-0021954', 25495]
['contig-0057099', 25495]
['contig-0069629', 25495]
['contig-0120074', 25495]
['contig-0025050', 25494]
['contig-0082975', 25494]
['contig-0106101', 25494]
['contig-0008039', 25492]
['contig-0046548', 25492]
['contig-0064476', 25492]
['contig-0013383', 25491]
['contig-0081767', 25491]
['contig-0048410', 25490]
['contig-0090451', 25490]
['contig-0056109', 25489]
['contig-0009014', 25488]
['contig-0053381', 25488]
['contig-0102799', 25488]
['contig-0107447', 25488]
['contig-0004844', 25487]
['contig-0030647', 25487]
['contig-0062941', 25487]
['contig-0079751', 25487]
['contig-0004747', 25486]
['contig-0029086', 25486]
['contig-0084569', 25486]
['contig-0007583', 25485]
['contig-0102238', 25485]
