['contig_12507', 1080899]
['contig_59092', 24377]
['contig_85394', 24377]
['contig_52964', 24370]
['contig_65798', 24368]
['contig_6041', 24364]
['contig_77230', 24363]
['contig_84493', 24362]
['contig_105296', 24355]
['contig_86224', 24350]
['contig_82134', 24347]
['contig_88000', 24345]
['contig_132848', 24342]
['contig_65015', 24342]
['contig_16238', 24341]
['contig_40472', 24337]
['contig_123663', 24337]
['contig_72468', 24330]
['contig_64618', 24330]
['contig_73591', 24329]
['contig_102308', 24329]
['contig_84211', 24327]
['contig_74617', 24323]
['contig_128553', 24322]
['contig_131105', 24322]
['contig_89647', 24321]
['contig_64564', 24320]
['contig_134603', 24313]
['contig_71855', 24311]
['contig_62811', 24310]
['contig_65145', 24310]
['contig_77086', 24309]
['contig_23154', 24308]
['contig_82396', 24296]
['contig_99821', 24296]
['contig_42337', 24292]
['contig_92100', 24288]
['contig_68454', 24286]
['contig_38862', 24285]
['contig_64628', 24278]
['contig_42911', 24277]
['contig_71030', 24273]
['contig_92320', 24272]
['contig_73769', 24271]
['contig_92146', 24262]
['contig_82871', 24260]
['contig_77263', 24260]
['contig_57619', 24257]
['contig_95298', 24255]
['contig_135549', 24253]
['contig_107921', 24248]
['contig_39837', 24246]
['contig_112384', 24245]
['contig_125586', 24243]
['contig_133975', 24239]
['contig_111219', 24237]
['contig_84084', 24237]
['contig_87871', 24231]
['contig_38789', 24231]
['contig_67117', 24230]
['contig_5090', 24229]
['contig_84605', 24228]
['contig_42772', 24224]
['contig_111342', 24219]
['contig_38690', 24214]
['contig_123764', 24208]
['contig_102773', 24208]
['contig_106159', 24206]
['contig_14154', 24206]
['contig_61124', 24205]
['contig_139088', 24203]
['contig_87105', 24197]
['contig_102265', 24193]
['contig_74894', 24192]
['contig_134129', 24190]
['contig_19247', 24189]
['contig_101764', 24188]
['contig_76473', 24187]
['contig_3660', 24187]
['contig_67925', 24186]
['contig_119680', 24185]
['contig_90424', 24183]
['contig_91938', 24181]
['contig_75850', 24180]
['contig_98602', 24177]
['contig_102299', 24174]
['contig_16468', 24170]
['contig_124903', 24169]
['contig_10104', 24168]
['contig_77534', 24168]
['contig_111265', 24164]
['contig_140512', 24159]
['contig_140457', 24155]
['contig_126051', 24152]
['contig_70920', 24151]
['contig_78798', 24146]
['contig_111003', 24142]
['contig_68098', 24141]
['contig_87436', 24138]
['contig_69619', 24134]
['contig_91696', 24127]
['contig_80983', 24122]
['contig_60453', 24120]
['contig_135654', 24116]
['contig_76927', 24116]
['contig_99648', 24115]
['contig_78257', 24103]
['contig_68455', 24099]
['contig_86564', 24097]
['contig_68218', 24093]
['contig_76305', 24093]
['contig_116762', 24092]
['contig_12108', 24089]
['contig_139173', 24085]
['contig_80422', 24078]
['contig_111272', 24077]
['contig_135848', 24070]
['contig_65175', 24070]
['contig_78039', 24069]
['contig_138119', 24066]
['contig_76717', 24062]
['contig_106366', 24059]
['contig_91139', 24059]
['contig_132131', 24058]
['contig_72645', 24047]
['contig_75764', 24047]
['contig_80606', 24042]
['contig_108432', 24040]
['contig_54663', 24039]
['contig_67407', 24035]
['contig_108985', 24032]
['contig_87423', 24031]
['contig_6095', 24030]
['contig_86534', 24030]
['contig_101051', 24024]
['contig_111952', 24022]
['contig_82667', 24022]
['contig_52299', 24021]
['contig_82789', 24020]
['contig_101713', 24018]
['contig_61037', 24010]
['contig_77970', 24008]
['contig_42999', 24002]
['contig_69589', 23999]
['contig_91856', 23996]
['contig_126622', 23996]
['contig_118882', 23992]
['contig_73275', 23979]
['contig_76801', 23979]
['contig_70804', 23973]
['contig_113611', 23972]
['contig_74300', 23968]
['contig_69978', 23967]
['contig_59743', 23963]
['contig_88444', 23961]
['contig_8523', 23957]
['contig_6686', 23950]
['contig_97237', 23948]
['contig_123784', 23947]
['contig_94736', 23942]
['contig_4143', 23942]
['contig_108988', 23941]
['contig_135812', 23931]
['contig_112167', 23929]
['contig_39373', 23925]
['contig_133666', 23925]
['contig_97230', 23922]
['contig_104639', 23921]
['contig_48114', 23917]
['contig_74236', 23915]
['contig_46852', 23909]
['contig_98785', 23904]
['contig_76353', 23903]
['contig_86475', 23901]
['contig_136223', 23901]
['contig_93367', 23900]
['contig_45918', 23899]
['contig_132065', 23899]
['contig_85627', 23897]
['contig_20347', 23894]
['contig_61805', 23892]
['contig_127359', 23890]
['contig_65941', 23889]
['contig_93114', 23888]
['contig_74335', 23884]
['contig_125548', 23884]
['contig_76098', 23884]
['contig_87584', 23875]
['contig_137122', 23874]
['contig_121754', 23874]
['contig_123263', 23873]
['contig_62587', 23873]
['contig_65096', 23871]
['contig_69168', 23867]
['contig_68523', 23859]
['contig_50829', 23855]
['contig_141250', 23854]
['contig_106182', 23852]
['contig_85611', 23851]
['contig_135020', 23850]
['contig_63281', 23843]
['contig_92626', 23842]
['contig_68333', 23833]
['contig_128666', 23833]
['contig_97906', 23827]
['contig_72817', 23824]
['contig_28532', 23822]
['contig_68397', 23819]
['contig_101402', 23812]
['contig_86612', 23812]
['contig_101807', 23810]
['contig_81587', 23810]
['contig_139991', 23809]
['contig_80147', 23808]
['contig_81423', 23808]
['contig_101607', 23805]
['contig_133002', 23803]
['contig_71594', 23798]
['contig_77771', 23795]
['contig_94051', 23792]
['contig_100866', 23789]
['contig_128279', 23788]
['contig_132193', 23785]
['contig_90500', 23785]
['contig_28744', 23782]
['contig_67310', 23782]
['contig_15967', 23782]
['contig_103590', 23772]
['contig_137234', 23772]
['contig_123894', 23765]
['contig_94887', 23761]
['contig_125060', 23759]
['contig_136468', 23756]
['contig_7534', 23756]
['contig_33113', 23755]
['contig_83478', 23755]
['contig_34683', 23752]
['contig_56672', 23751]
['contig_92206', 23746]
['contig_106953', 23745]
['contig_84218', 23743]
['contig_95483', 23741]
['contig_130808', 23738]
['contig_91335', 23735]
['contig_34035', 23734]
['contig_135808', 23733]
['contig_88171', 23727]
['contig_120526', 23723]
['contig_106869', 23722]
['contig_96270', 23721]
['contig_122501', 23721]
['contig_80112', 23713]
['contig_131183', 23712]
['contig_22394', 23708]
['contig_105530', 23707]
['contig_135502', 23706]
['contig_134440', 23705]
['contig_42697', 23704]
['contig_93950', 23703]
['contig_49731', 23700]
['contig_76044', 23696]
['contig_98325', 23694]
['contig_40951', 23693]
['contig_66869', 23684]
['contig_69156', 23674]
['contig_103902', 23671]
['contig_54802', 23670]
['contig_62431', 23668]
['contig_63366', 23664]
['contig_74572', 23662]
['contig_129371', 23661]
['contig_117741', 23660]
['contig_108377', 23659]
['contig_50730', 23659]
['contig_97813', 23658]
['contig_57827', 23658]
['contig_74361', 23657]
['contig_73482', 23656]
['contig_122849', 23650]
['contig_60924', 23646]
['contig_44104', 23645]
['contig_137296', 23645]
['contig_33840', 23643]
['contig_74249', 23642]
['contig_125602', 23639]
['contig_87493', 23628]
['contig_111318', 23620]
['contig_975', 23610]
['contig_86337', 23609]
['contig_49478', 23607]
['contig_39520', 23605]
['contig_105100', 23604]
['contig_66811', 23604]
['contig_90676', 23603]
['contig_73902', 23595]
['contig_102504', 23593]
['contig_82624', 23591]
['contig_14053', 23587]
['contig_74073', 23586]
['contig_135241', 23581]
['contig_111341', 23575]
['contig_134694', 23574]
['contig_84639', 23570]
['contig_37609', 23568]
['contig_82227', 23566]
['contig_112249', 23566]
['contig_63871', 23560]
['contig_81166', 23548]
['contig_106468', 23547]
['contig_21991', 23545]
['contig_64381', 23542]
['contig_131738', 23542]
['contig_25639', 23539]
['contig_66675', 23539]
['contig_116006', 23537]
['contig_90823', 23536]
['contig_96332', 23532]
['contig_80516', 23530]
['contig_114554', 23525]
['contig_87919', 23517]
['contig_138389', 23516]
['contig_68618', 23516]
['contig_80401', 23512]
['contig_70969', 23510]
['contig_9140', 23510]
['contig_36741', 23508]
['contig_11118', 23500]
['contig_89896', 23499]
['contig_89096', 23498]
['contig_73168', 23498]
['contig_131435', 23498]
['contig_92098', 23496]
['contig_132572', 23493]
['contig_113625', 23490]
['contig_25213', 23489]
['contig_106000', 23487]
['contig_109197', 23487]
['contig_50344', 23487]
['contig_127834', 23485]
['contig_67112', 23484]
['contig_127682', 23484]
['contig_130418', 23480]
['contig_139831', 23472]
['contig_138964', 23469]
['contig_39089', 23468]
['contig_129674', 23461]
['contig_137062', 23451]
['contig_95491', 23448]
['contig_23109', 23444]
['contig_60237', 23441]
['contig_130861', 23441]
['contig_109666', 23438]
['contig_78359', 23435]
['contig_60577', 23426]
['contig_21402', 23425]
['contig_40434', 23423]
['contig_75234', 23423]
['contig_44064', 23415]
['contig_138579', 23414]
['contig_130694', 23414]
['contig_91716', 23412]
['contig_74679', 23408]
['contig_67691', 23402]
['contig_59108', 23399]
['contig_57511', 23394]
['contig_84558', 23384]
['contig_60609', 23380]
['contig_111215', 23378]
['contig_45716', 23375]
['contig_78807', 23374]
['contig_71609', 23373]
['contig_33790', 23369]
['contig_83321', 23367]
['contig_59764', 23366]
['contig_83064', 23361]
['contig_28534', 23360]
['contig_141557', 23355]
['contig_105212', 23354]
['contig_91779', 23353]
['contig_103358', 23346]
['contig_51339', 23336]
['contig_62004', 23335]
['contig_132636', 23331]
['contig_95247', 23329]
['contig_60303', 23328]
['contig_75113', 23327]
['contig_125957', 23319]
['contig_83689', 23313]
['contig_135846', 23311]
['contig_84563', 23310]
['contig_124403', 23304]
['contig_120013', 23303]
['contig_96126', 23293]
['contig_70752', 23285]
['contig_15284', 23285]
['contig_137156', 23281]
['contig_120289', 23280]
['contig_111793', 23279]
['contig_61360', 23272]
['contig_77377', 23270]
['contig_137258', 23266]
['contig_56577', 23265]
['contig_119949', 23262]
['contig_128052', 23256]
['contig_98531', 23255]
['contig_64217', 23254]
['contig_81249', 23254]
['contig_25909', 23253]
['contig_16588', 23252]
['contig_127273', 23250]
['contig_28717', 23247]
['contig_95036', 23246]
['contig_133295', 23242]
['contig_33711', 23241]
['contig_63560', 23236]
['contig_88437', 23235]
['contig_72018', 23226]
['contig_63644', 23225]
['contig_136965', 23224]
['contig_103086', 23221]
['contig_129775', 23219]
['contig_84113', 23215]
['contig_79987', 23214]
['contig_99570', 23211]
['contig_49178', 23206]
['contig_94964', 23203]
['contig_73288', 23199]
['contig_119347', 23197]
['contig_64367', 23194]
['contig_134928', 23190]
['contig_87935', 23188]
['contig_129889', 23187]
['contig_80012', 23185]
['contig_34336', 23182]
['contig_119851', 23181]
['contig_74314', 23179]
['contig_61096', 23174]
['contig_46384', 23174]
['contig_95289', 23172]
['contig_13300', 23170]
['contig_85558', 23168]
['contig_136331', 23166]
['contig_106979', 23165]
['contig_39099', 23163]
['contig_75145', 23162]
['contig_105826', 23160]
['contig_107463', 23159]
['contig_60525', 23157]
['contig_69265', 23152]
['contig_95391', 23151]
['contig_100368', 23150]
['contig_55185', 23149]
['contig_76515', 23148]
['contig_33126', 23144]
['contig_125751', 23143]
['contig_82005', 23143]
['contig_71751', 23142]
['contig_78222', 23141]
['contig_35619', 23137]
['contig_96337', 23135]
['contig_93873', 23134]
['contig_61949', 23133]
['contig_58789', 23133]
['contig_73138', 23131]
['contig_41844', 23129]
['contig_137335', 23127]
['contig_31014', 23126]
['contig_25903', 23125]
['contig_134786', 23125]
['contig_89182', 23121]
['contig_117463', 23117]
['contig_68166', 23115]
['contig_113634', 23114]
['contig_64642', 23114]
['contig_127902', 23114]
['contig_8036', 23111]
['contig_131645', 23105]
['contig_84608', 23103]
['contig_139291', 23099]
['contig_89038', 23099]
['contig_30014', 23098]
['contig_85895', 23098]
['contig_121018', 23094]
['contig_133083', 23093]
['contig_132649', 23090]
['contig_134759', 23087]
['contig_7413', 23085]
['contig_133160', 23082]
['contig_79873', 23079]
['contig_89168', 23076]
['contig_66515', 23073]
['contig_138333', 23069]
['contig_133839', 23062]
['contig_94099', 23057]
['contig_75668', 23055]
['contig_31965', 23052]
['contig_131608', 23049]
['contig_77481', 23048]
['contig_82695', 23048]
['contig_84566', 23045]
['contig_36826', 23045]
['contig_31351', 23037]
['contig_65202', 23036]
['contig_75861', 23034]
['contig_56144', 23031]
['contig_106328', 23029]
['contig_61518', 23027]
['contig_66086', 23022]
['contig_135182', 23022]
['contig_75408', 23020]
['contig_17678', 23017]
['contig_53377', 23012]
['contig_103860', 23011]
['contig_106775', 23006]
['contig_64435', 23005]
['contig_66138', 23004]
['contig_79801', 23004]
['contig_82011', 23002]
['contig_78096', 23000]
['contig_133290', 22999]
['contig_44672', 22997]
['contig_88937', 22994]
['contig_106043', 22994]
['contig_137084', 22988]
['contig_10426', 22985]
['contig_93706', 22982]
['contig_87809', 22977]
['contig_22985', 22973]
['contig_110313', 22968]
['contig_78752', 22964]
['contig_94345', 22960]
['contig_135585', 22958]
['contig_131001', 22949]
['contig_90420', 22942]
['contig_15408', 22938]
['contig_47534', 22935]
['contig_61664', 22934]
['contig_85728', 22934]
['contig_96175', 22933]
['contig_133229', 22932]
['contig_140348', 22931]
['contig_33850', 22930]
['contig_112188', 22928]
['contig_67486', 22927]
['contig_46998', 22924]
['contig_137341', 22924]
['contig_75552', 22919]
['contig_78482', 22918]
['contig_117771', 22917]
['contig_87533', 22916]
['contig_68588', 22909]
['contig_78093', 22909]
['contig_66036', 22908]
['contig_96066', 22906]
['contig_138301', 22902]
['contig_91995', 22901]
['contig_6980', 22899]
['contig_70838', 22898]
['contig_86070', 22895]
['contig_141332', 22895]
['contig_46270', 22894]
['contig_134333', 22894]
['contig_45095', 22886]
['contig_91163', 22886]
['contig_112327', 22883]
['contig_137177', 22883]
['contig_63443', 22881]
['contig_59547', 22880]
['contig_65561', 22878]
['contig_133871', 22876]
['contig_60615', 22873]
['contig_28862', 22871]
['contig_68242', 22868]
['contig_121760', 22868]
['contig_136603', 22865]
['contig_84544', 22863]
['contig_82565', 22863]
['contig_134951', 22861]
['contig_137248', 22860]
['contig_50802', 22860]
['contig_93191', 22858]
['contig_72410', 22857]
['contig_75928', 22856]
['contig_73314', 22850]
['contig_129860', 22848]
['contig_106743', 22848]
['contig_137387', 22841]
['contig_21754', 22839]
['contig_85610', 22837]
['contig_24109', 22837]
['contig_97056', 22837]
['contig_25283', 22827]
['contig_109731', 22827]
['contig_13463', 22823]
['contig_119975', 22821]
['contig_86033', 22817]
['contig_103874', 22815]
['contig_60396', 22809]
['contig_113623', 22802]
['contig_75936', 22801]
['contig_53461', 22799]
['contig_114321', 22794]
['contig_132707', 22790]
['contig_90767', 22790]
['contig_113884', 22788]
['contig_136709', 22787]
['contig_121907', 22784]
['contig_37659', 22784]
['contig_135542', 22781]
['contig_75961', 22779]
['contig_34838', 22776]
['contig_65031', 22772]
['contig_47087', 22770]
['contig_130604', 22769]
['contig_134945', 22758]
['contig_96308', 22755]
['contig_137995', 22755]
['contig_38897', 22754]
['contig_34308', 22753]
['contig_114746', 22753]
['contig_130741', 22751]
['contig_134009', 22749]
['contig_103282', 22746]
['contig_27144', 22744]
['contig_135802', 22741]
['contig_78820', 22738]
['contig_48681', 22734]
['contig_76946', 22733]
['contig_79580', 22727]
['contig_26464', 22727]
['contig_111852', 22726]
['contig_24592', 22725]
['contig_77656', 22725]
['contig_76019', 22719]
['contig_5514', 22719]
['contig_131027', 22718]
['contig_89162', 22716]
['contig_93869', 22715]
['contig_47559', 22713]
['contig_108380', 22709]
['contig_30635', 22709]
['contig_78180', 22704]
['contig_61249', 22703]
['contig_83554', 22699]
['contig_117101', 22695]
['contig_84770', 22693]
['contig_77511', 22692]
['contig_68173', 22691]
['contig_19028', 22690]
['contig_132577', 22688]
['contig_73583', 22686]
['contig_90891', 22684]
['contig_129856', 22677]
['contig_121100', 22676]
['contig_65336', 22674]
['contig_47487', 22673]
['contig_138423', 22671]
['contig_56504', 22670]
['contig_64885', 22669]
['contig_60841', 22663]
['contig_114886', 22661]
['contig_81195', 22660]
['contig_122984', 22657]
['contig_120409', 22656]
['contig_75110', 22655]
['contig_64383', 22650]
['contig_135061', 22645]
['contig_48899', 22644]
['contig_123767', 22644]
['contig_3555', 22640]
['contig_114761', 22640]
['contig_102382', 22639]
['contig_66002', 22638]
['contig_52381', 22635]
['contig_20772', 22634]
['contig_68640', 22633]
['contig_134215', 22632]
['contig_47507', 22631]
['contig_28838', 22631]
['contig_113110', 22627]
['contig_40143', 22621]
['contig_105938', 22616]
['contig_131660', 22615]
['contig_73680', 22612]
['contig_131234', 22608]
['contig_37626', 22608]
['contig_28277', 22604]
['contig_59966', 22595]
['contig_72695', 22595]
['contig_121449', 22594]
['contig_17634', 22594]
['contig_36712', 22593]
['contig_73000', 22586]
['contig_110515', 22585]
['contig_126451', 22584]
['contig_138421', 22583]
['contig_13959', 22581]
['contig_124839', 22578]
['contig_91562', 22573]
['contig_87981', 22572]
['contig_67281', 22568]
['contig_64545', 22566]
['contig_47115', 22566]
['contig_50275', 22564]
['contig_52951', 22563]
['contig_61551', 22561]
['contig_137160', 22557]
['contig_117540', 22557]
['contig_74237', 22553]
['contig_99205', 22552]
['contig_77717', 22550]
['contig_68359', 22549]
['contig_109450', 22545]
['contig_103930', 22544]
['contig_71891', 22537]
['contig_119878', 22535]
['contig_133641', 22534]
['contig_108253', 22532]
['contig_65932', 22529]
['contig_58712', 22528]
['contig_61907', 22527]
['contig_138917', 22523]
['contig_98136', 22521]
['contig_71887', 22520]
['contig_89231', 22520]
['contig_70731', 22518]
['contig_91697', 22515]
['contig_89832', 22511]
['contig_131225', 22509]
['contig_115172', 22508]
['contig_72368', 22506]
['contig_87058', 22506]
['contig_69177', 22505]
['contig_83085', 22503]
['contig_116399', 22502]
['contig_65730', 22499]
['contig_141533', 22496]
['contig_76138', 22491]
['contig_114390', 22491]
['contig_66295', 22491]
['contig_68833', 22488]
['contig_40754', 22487]
['contig_84652', 22486]
['contig_112317', 22485]
['contig_72055', 22481]
['contig_103304', 22480]
['contig_137973', 22476]
['contig_62744', 22473]
['contig_72500', 22472]
['contig_86853', 22471]
['contig_87334', 22470]
['contig_32980', 22468]
['contig_139433', 22466]
['contig_101353', 22462]
['contig_79926', 22460]
['contig_83614', 22460]
['contig_49551', 22452]
['contig_14752', 22450]
['contig_70030', 22446]
['contig_92791', 22445]
['contig_54380', 22443]
['contig_66723', 22442]
['contig_41694', 22439]
['contig_124745', 22439]
['contig_90690', 22438]
['contig_92515', 22438]
['contig_84050', 22436]
['contig_67421', 22436]
['contig_16783', 22434]
['contig_123418', 22431]
['contig_76084', 22425]
['contig_43777', 22422]
['contig_85253', 22419]
['contig_118308', 22418]
['contig_67620', 22417]
['contig_10927', 22415]
['contig_60343', 22412]
['contig_94982', 22409]
['contig_93850', 22407]
['contig_136920', 22407]
['contig_27456', 22401]
['contig_45891', 22390]
['contig_132218', 22389]
['contig_43257', 22375]
['contig_113209', 22369]
['contig_72566', 22362]
['contig_90264', 22357]
['contig_74940', 22355]
['contig_18508', 22355]
['contig_138930', 22348]
['contig_90344', 22346]
['contig_82744', 22345]
['contig_64440', 22345]
['contig_113398', 22340]
['contig_73897', 22338]
['contig_70981', 22336]
['contig_58006', 22334]
['contig_101150', 22334]
['contig_87473', 22334]
['contig_47110', 22332]
['contig_72386', 22329]
['contig_84525', 22328]
['contig_65275', 22327]
['contig_14722', 22327]
['contig_60805', 22326]
['contig_84389', 22325]
['contig_63257', 22321]
['contig_75401', 22321]
['contig_70108', 22321]
['contig_109520', 22319]
['contig_69191', 22316]
['contig_63059', 22316]
['contig_136280', 22315]
['contig_130308', 22315]
['contig_124233', 22315]
['contig_28659', 22303]
['contig_46419', 22303]
['contig_116492', 22302]
['contig_89716', 22302]
['contig_86437', 22297]
['contig_24559', 22297]
['contig_135199', 22294]
['contig_56121', 22293]
['contig_71238', 22293]
['contig_136568', 22291]
['contig_115018', 22291]
['contig_30713', 22290]
['contig_67998', 22288]
['contig_85302', 22288]
['contig_119742', 22286]
['contig_70396', 22284]
['contig_137022', 22282]
['contig_58019', 22281]
['contig_52280', 22280]
['contig_93536', 22276]
['contig_64223', 22276]
['contig_132508', 22275]
['contig_129420', 22273]
['contig_117060', 22269]
['contig_24354', 22267]
['contig_4873', 22263]
['contig_17308', 22262]
['contig_113830', 22261]
['contig_32660', 22260]
['contig_90208', 22257]
['contig_96187', 22254]
['contig_97483', 22253]
['contig_108602', 22253]
['contig_28023', 22246]
['contig_72323', 22244]
['contig_46184', 22241]
['contig_85699', 22241]
['contig_107811', 22238]
['contig_74998', 22238]
['contig_88867', 22238]
['contig_86235', 22233]
['contig_131637', 22233]
['contig_86080', 22230]
['contig_134010', 22227]
['contig_11221', 22226]
['contig_103489', 22224]
['contig_132672', 22223]
['contig_83736', 22220]
['contig_128967', 22220]
['contig_65011', 22219]
['contig_92550', 22214]
['contig_73781', 22213]
['contig_117815', 22205]
['contig_135231', 22205]
['contig_74365', 22204]
['contig_17510', 22203]
['contig_4840', 22200]
['contig_74921', 22200]
['contig_92331', 22199]
['contig_29404', 22199]
['contig_74676', 22194]
['contig_132592', 22192]
['contig_75700', 22188]
['contig_79817', 22187]
['contig_75416', 22185]
['contig_116652', 22165]
['contig_61963', 22163]
['contig_111192', 22163]
['contig_98708', 22163]
['contig_11517', 22161]
['contig_63572', 22160]
['contig_99287', 22159]
['contig_135407', 22158]
['contig_66267', 22158]
['contig_67681', 22158]
['contig_133116', 22156]
['contig_76393', 22153]
['contig_124155', 22153]
['contig_57547', 22146]
['contig_75791', 22142]
['contig_124134', 22141]
['contig_62348', 22139]
['contig_92650', 22138]
['contig_38636', 22136]
['contig_86179', 22135]
['contig_102669', 22132]
['contig_108117', 22128]
['contig_89423', 22127]
['contig_117569', 22125]
['contig_78558', 22123]
['contig_109994', 22120]
['contig_76751', 22118]
['contig_33374', 22118]
['contig_111408', 22114]
['contig_82589', 22112]
['contig_60432', 22111]
['contig_73696', 22109]
['contig_116853', 22108]
['contig_10005', 22103]
['contig_87138', 22099]
['contig_31619', 22092]
['contig_32554', 22090]
['contig_87510', 22090]
['contig_68761', 22087]
['contig_90495', 22086]
['contig_120683', 22085]
['contig_97752', 22084]
['contig_93271', 22082]
['contig_127692', 22082]
['contig_134949', 22081]
['contig_88704', 22080]
['contig_73006', 22076]
['contig_114160', 22073]
['contig_107031', 22070]
['contig_18611', 22068]
['contig_58905', 22063]
['contig_71020', 22063]
['contig_58022', 22054]
['contig_113718', 22053]
['contig_86240', 22050]
['contig_28568', 22049]
['contig_70439', 22046]
['contig_128193', 22043]
['contig_116937', 22042]
['contig_92743', 22041]
['contig_130566', 22041]
['contig_94992', 22041]
['contig_63456', 22034]
['contig_7512', 22029]
['contig_58356', 22029]
['contig_72703', 22023]
['contig_39512', 22021]
['contig_54631', 22020]
['contig_132801', 22019]
['contig_105467', 22015]
['contig_81208', 22010]
['contig_67100', 22004]
['contig_36871', 22004]
['contig_79664', 22003]
['contig_123883', 22003]
['contig_132711', 21999]
['contig_70070', 21997]
['contig_136907', 21994]
['contig_136315', 21989]
['contig_43295', 21987]
['contig_114295', 21985]
['contig_72031', 21983]
['contig_80765', 21982]
['contig_61262', 21980]
['contig_71329', 21977]
['contig_99189', 21976]
['contig_46342', 21975]
['contig_140685', 21975]
['contig_7366', 21975]
['contig_44873', 21967]
['contig_34412', 21958]
['contig_59710', 21952]
['contig_61784', 21941]
['contig_49918', 21940]
['contig_114494', 21940]
['contig_94882', 21940]
['contig_64163', 21939]
['contig_132654', 21938]
['contig_136273', 21936]
['contig_76398', 21933]
['contig_49356', 21933]
['contig_1695', 21929]
['contig_99926', 21928]
['contig_77652', 21926]
['contig_123834', 21924]
['contig_66874', 21922]
['contig_94658', 21921]
['contig_60386', 21920]
['contig_75483', 21919]
['contig_87254', 21918]
['contig_74647', 21918]
['contig_71955', 21913]
['contig_37916', 21909]
['contig_48492', 21909]
['contig_91419', 21905]
['contig_91557', 21905]
['contig_68451', 21900]
['contig_99191', 21897]
['contig_126070', 21895]
['contig_26149', 21893]
['contig_128999', 21890]
['contig_120133', 21889]
['contig_95659', 21887]
['contig_57705', 21885]
['contig_52611', 21884]
['contig_30776', 21884]
['contig_73361', 21883]
['contig_106452', 21881]
['contig_96816', 21881]
['contig_37417', 21881]
['contig_87090', 21881]
['contig_79428', 21876]
['contig_92352', 21874]
['contig_98883', 21874]
['contig_80566', 21873]
['contig_87399', 21873]
['contig_94987', 21865]
['contig_137850', 21865]
['contig_79678', 21862]
['contig_134406', 21862]
['contig_120912', 21861]
['contig_93305', 21861]
['contig_42098', 21861]
['contig_77891', 21859]
['contig_94354', 21853]
['contig_30553', 21839]
['contig_74202', 21836]
['contig_118240', 21835]
['contig_46850', 21830]
['contig_87048', 21826]
['contig_14075', 21825]
['contig_93654', 21824]
['contig_97881', 21822]
['contig_101159', 21820]
['contig_23389', 21817]
['contig_46892', 21817]
['contig_27408', 21815]
['contig_31993', 21814]
['contig_82927', 21814]
['contig_86671', 21811]
['contig_49560', 21811]
['contig_134240', 21808]
['contig_65366', 21804]
['contig_67142', 21804]
['contig_137206', 21802]
['contig_132433', 21799]
['contig_82399', 21794]
['contig_71936', 21793]
['contig_81800', 21791]
['contig_123518', 21791]
['contig_83367', 21789]
['contig_120868', 21788]
['contig_88261', 21787]
['contig_74938', 21781]
['contig_52453', 21780]
['contig_87049', 21775]
['contig_49516', 21771]
['contig_120717', 21766]
['contig_55572', 21766]
['contig_87283', 21766]
['contig_113045', 21765]
['contig_92247', 21765]
['contig_71611', 21761]
['contig_66685', 21756]
['contig_94390', 21755]
['contig_130273', 21753]
['contig_132908', 21750]
['contig_119200', 21748]
['contig_109925', 21747]
['contig_78107', 21745]
['contig_126448', 21744]
['contig_76756', 21738]
['contig_106701', 21736]
['contig_13168', 21735]
['contig_83111', 21735]
['contig_74476', 21734]
['contig_86884', 21730]
['contig_133237', 21729]
['contig_122150', 21726]
['contig_81496', 21726]
['contig_67874', 21718]
['contig_126965', 21717]
['contig_43096', 21715]
['contig_92823', 21705]
['contig_134843', 21703]
['contig_95649', 21701]
['contig_40920', 21700]
['contig_123728', 21699]
['contig_138833', 21696]
['contig_74878', 21695]
['contig_87394', 21694]
['contig_82291', 21693]
['contig_81328', 21692]
['contig_13193', 21690]
['contig_136808', 21687]
['contig_78569', 21687]
['contig_20226', 21686]
['contig_53050', 21685]
['contig_74258', 21682]
['contig_135608', 21681]
['contig_64947', 21677]
['contig_78065', 21677]
['contig_90058', 21674]
['contig_120831', 21670]
['contig_73717', 21667]
['contig_61172', 21664]
['contig_98146', 21662]
['contig_90734', 21656]
['contig_72620', 21656]
['contig_46533', 21649]
['contig_123064', 21649]
['contig_116043', 21648]
['contig_131719', 21648]
['contig_102965', 21644]
['contig_90111', 21643]
['contig_95304', 21641]
['contig_141587', 21641]
['contig_79558', 21640]
['contig_83403', 21640]
['contig_105464', 21625]
['contig_69919', 21619]
['contig_117032', 21615]
['contig_102809', 21615]
['contig_103483', 21611]
['contig_74099', 21609]
['contig_116323', 21608]
['contig_46145', 21607]
['contig_114633', 21604]
['contig_83815', 21604]
['contig_82660', 21599]
['contig_72403', 21594]
['contig_131726', 21592]
['contig_117172', 21591]
['contig_85172', 21585]
['contig_136526', 21585]
['contig_79038', 21582]
['contig_108437', 21577]
['contig_132162', 21570]
['contig_131414', 21568]
['contig_134550', 21565]
['contig_133654', 21565]
['contig_139740', 21564]
['contig_34499', 21563]
['contig_74052', 21560]
['contig_120017', 21559]
['contig_103191', 21559]
['contig_108135', 21557]
['contig_32087', 21556]
['contig_31494', 21554]
['contig_132133', 21553]
['contig_44394', 21549]
['contig_95568', 21546]
['contig_5946', 21541]
['contig_118915', 21539]
['contig_90024', 21539]
['contig_91450', 21538]
['contig_63010', 21529]
['contig_92121', 21526]
['contig_22421', 21523]
['contig_83570', 21518]
['contig_93537', 21517]
['contig_44490', 21516]
['contig_93666', 21515]
['contig_132715', 21515]
['contig_87571', 21514]
['contig_136599', 21512]
