['DEINVI_00007', 132903021]
['DEINVI_19677', 6091]
['DEINVI_19678', 6090]
['DEINVI_19679', 6089]
['DEINVI_19680', 6088]
['DEINVI_19681', 6087]
['DEINVI_19682', 6087]
['DEINVI_05034', 6086]
['DEINVI_19683', 6084]
['DEINVI_19684', 6083]
['DEINVI_19685', 6083]
['DEINVI_19686', 6082]
['DEINVI_19687', 6080]
['DEINVI_19688', 6080]
['DEINVI_19689', 6080]
['DEINVI_09119', 6079]
['DEINVI_19690', 6079]
['DEINVI_19691', 6079]
['DEINVI_19692', 6077]
['DEINVI_19693', 6077]
['DEINVI_19694', 6076]
['DEINVI_19695', 6075]
['DEINVI_19696', 6074]
['DEINVI_19697', 6074]
['DEINVI_19698', 6074]
['DEINVI_19699', 6073]
['DEINVI_19700', 6072]
['DEINVI_19701', 6072]
['DEINVI_19702', 6071]
['DEINVI_10476', 6070]
['DEINVI_19703', 6070]
['DEINVI_19704', 6070]
['DEINVI_19705', 6069]
['DEINVI_19706', 6069]
['DEINVI_19707', 6069]
['DEINVI_19708', 6068]
['DEINVI_19709', 6068]
['DEINVI_03197', 6067]
['DEINVI_07191', 6067]
['DEINVI_08170', 6067]
['DEINVI_10198', 6067]
['DEINVI_19710', 6067]
['DEINVI_19711', 6067]
['DEINVI_19712', 6066]
['DEINVI_19713', 6066]
['DEINVI_06243', 6065]
['DEINVI_19714', 6064]
['DEINVI_06619', 6063]
['DEINVI_19715', 6063]
['DEINVI_19716', 6063]
['DEINVI_19717', 6063]
['DEINVI_05335', 6062]
['DEINVI_19718', 6062]
['DEINVI_19719', 6062]
['DEINVI_19720', 6062]
['DEINVI_19721', 6062]
['DEINVI_19722', 6062]
['DEINVI_19723', 6061]
['DEINVI_19724', 6058]
['DEINVI_19725', 6058]
['DEINVI_19726', 6058]
['DEINVI_19727', 6057]
['DEINVI_19728', 6057]
['DEINVI_19729', 6056]
['DEINVI_19730', 6054]
['DEINVI_19731', 6053]
['DEINVI_19732', 6053]
['DEINVI_19733', 6053]
['DEINVI_02393', 6052]
['DEINVI_19734', 6052]
['DEINVI_19735', 6052]
['DEINVI_19736', 6051]
['DEINVI_19737', 6051]
['DEINVI_19738', 6051]
['DEINVI_19739', 6051]
['DEINVI_04141', 6049]
['DEINVI_19740', 6049]
['DEINVI_19741', 6048]
['DEINVI_19742', 6047]
['DEINVI_19743', 6047]
['DEINVI_19744', 6047]
['DEINVI_19745', 6047]
['DEINVI_05005', 6046]
['DEINVI_19746', 6046]
['DEINVI_19747', 6045]
['DEINVI_19748', 6043]
['DEINVI_19749', 6043]
['DEINVI_19750', 6043]
['DEINVI_19751', 6042]
['DEINVI_19752', 6041]
['DEINVI_19753', 6041]
['DEINVI_19754', 6041]
['DEINVI_19755', 6041]
['DEINVI_02363', 6040]
['DEINVI_19756', 6039]
['DEINVI_19757', 6039]
['DEINVI_19758', 6039]
['DEINVI_19759', 6039]
['DEINVI_19760', 6038]
['DEINVI_02226', 6037]
['DEINVI_19761', 6037]
['DEINVI_19762', 6036]
['DEINVI_19763', 6036]
['DEINVI_19764', 6036]
['DEINVI_19765', 6035]
['DEINVI_19766', 6034]
['DEINVI_19767', 6034]
['DEINVI_19768', 6033]
['DEINVI_19769', 6033]
['DEINVI_19770', 6032]
['DEINVI_19771', 6031]
['DEINVI_19772', 6031]
['DEINVI_05750', 6030]
['DEINVI_19773', 6030]
['DEINVI_06437', 6029]
['DEINVI_08978', 6029]
['DEINVI_19774', 6029]
['DEINVI_19775', 6028]
['DEINVI_19776', 6028]
['DEINVI_19777', 6028]
['DEINVI_19778', 6028]
['DEINVI_19779', 6027]
['DEINVI_19780', 6026]
['DEINVI_19781', 6026]
['DEINVI_19782', 6025]
['DEINVI_19783', 6025]
['DEINVI_19784', 6024]
['DEINVI_19785', 6024]
['DEINVI_19786', 6024]
['DEINVI_19787', 6023]
['DEINVI_19788', 6023]
['DEINVI_19789', 6022]
['DEINVI_19790', 6022]
['DEINVI_07686', 6020]
['DEINVI_19791', 6020]
['DEINVI_19792', 6020]
['DEINVI_19793', 6019]
['DEINVI_19794', 6018]
['DEINVI_02759', 6017]
['DEINVI_19795', 6017]
['DEINVI_19796', 6017]
['DEINVI_19797', 6017]
['DEINVI_19798', 6016]
['DEINVI_19799', 6016]
['DEINVI_19800', 6015]
['DEINVI_19801', 6013]
['DEINVI_19802', 6013]
['DEINVI_19803', 6012]
['DEINVI_19804', 6010]
['DEINVI_19805', 6008]
['DEINVI_19806', 6008]
['DEINVI_19807', 6008]
['DEINVI_07511', 6007]
['DEINVI_09814', 6007]
['DEINVI_19808', 6007]
['DEINVI_19809', 6006]
['DEINVI_01457', 6005]
['DEINVI_19810', 6005]
['DEINVI_19811', 6004]
['DEINVI_19812', 6004]
['DEINVI_19813', 6004]
['DEINVI_06259', 6003]
['DEINVI_19814', 6002]
['DEINVI_19815', 6002]
['DEINVI_19816', 6001]
['DEINVI_19817', 6001]
['DEINVI_19818', 6001]
['DEINVI_19819', 6001]
['DEINVI_00838', 6000]
['DEINVI_00947', 6000]
['DEINVI_01044', 6000]
['DEINVI_01081', 6000]
['DEINVI_01211', 6000]
['DEINVI_01249', 6000]
['DEINVI_01372', 6000]
['DEINVI_01374', 6000]
['DEINVI_01400', 6000]
['DEINVI_01504', 6000]
['DEINVI_01541', 6000]
['DEINVI_01567', 6000]
['DEINVI_01671', 6000]
['DEINVI_01698', 6000]
['DEINVI_01708', 6000]
['DEINVI_01742', 6000]
['DEINVI_01752', 6000]
['DEINVI_01798', 6000]
['DEINVI_01799', 6000]
['DEINVI_01852', 6000]
['DEINVI_01973', 6000]
['DEINVI_02202', 6000]
['DEINVI_02235', 6000]
['DEINVI_02239', 6000]
['DEINVI_02273', 6000]
['DEINVI_02311', 6000]
['DEINVI_02633', 6000]
['DEINVI_02805', 6000]
['DEINVI_03019', 6000]
['DEINVI_03059', 6000]
['DEINVI_03071', 6000]
['DEINVI_03130', 6000]
['DEINVI_03164', 6000]
['DEINVI_03258', 6000]
['DEINVI_03305', 6000]
['DEINVI_03330', 6000]
['DEINVI_03394', 6000]
['DEINVI_03467', 6000]
['DEINVI_03494', 6000]
['DEINVI_03616', 6000]
['DEINVI_03643', 6000]
['DEINVI_03676', 6000]
['DEINVI_03921', 6000]
['DEINVI_03955', 6000]
['DEINVI_03971', 6000]
['DEINVI_04194', 6000]
['DEINVI_04294', 6000]
['DEINVI_04394', 6000]
['DEINVI_04527', 6000]
['DEINVI_04548', 6000]
['DEINVI_04554', 6000]
['DEINVI_04668', 6000]
['DEINVI_04860', 6000]
['DEINVI_05091', 6000]
['DEINVI_05145', 6000]
['DEINVI_05460', 6000]
['DEINVI_05583', 6000]
['DEINVI_05629', 6000]
['DEINVI_05793', 6000]
['DEINVI_05942', 6000]
['DEINVI_05966', 6000]
['DEINVI_06253', 6000]
['DEINVI_06268', 6000]
['DEINVI_06284', 6000]
['DEINVI_06422', 6000]
['DEINVI_06551', 6000]
['DEINVI_06652', 6000]
['DEINVI_07438', 6000]
['DEINVI_07698', 6000]
['DEINVI_07773', 6000]
['DEINVI_07907', 6000]
['DEINVI_07959', 6000]
['DEINVI_08060', 6000]
['DEINVI_19820', 6000]
['DEINVI_19821', 6000]
['DEINVI_19822', 6000]
['DEINVI_19823', 5998]
['DEINVI_19824', 5997]
['DEINVI_19825', 5997]
['DEINVI_19826', 5996]
['DEINVI_19827', 5996]
['DEINVI_19828', 5996]
['DEINVI_19829', 5995]
['DEINVI_19830', 5995]
['DEINVI_19831', 5995]
['DEINVI_19832', 5994]
['DEINVI_19833', 5994]
['DEINVI_19834', 5994]
['DEINVI_19835', 5993]
['DEINVI_06258', 5992]
['DEINVI_19836', 5992]
['DEINVI_19837', 5991]
['DEINVI_03500', 5990]
['DEINVI_09424', 5990]
['DEINVI_19838', 5990]
['DEINVI_02875', 5989]
['DEINVI_03618', 5989]
['DEINVI_19839', 5989]
['DEINVI_19840', 5989]
['DEINVI_19841', 5987]
['DEINVI_19842', 5987]
['DEINVI_19843', 5986]
['DEINVI_06760', 5985]
['DEINVI_19844', 5983]
['DEINVI_10096', 5981]
['DEINVI_19845', 5981]
['DEINVI_19846', 5981]
['DEINVI_19847', 5980]
['DEINVI_19848', 5980]
['DEINVI_06381', 5979]
['DEINVI_19849', 5979]
['DEINVI_19850', 5979]
['DEINVI_19851', 5979]
['DEINVI_19852', 5977]
['DEINVI_19853', 5977]
['DEINVI_19854', 5977]
['DEINVI_19855', 5977]
['DEINVI_19856', 5976]
['DEINVI_19857', 5976]
['DEINVI_19858', 5976]
['DEINVI_19859', 5974]
['DEINVI_19860', 5973]
['DEINVI_19861', 5973]
['DEINVI_04426', 5972]
['DEINVI_19862', 5972]
['DEINVI_19863', 5972]
['DEINVI_19864', 5971]
['DEINVI_19865', 5970]
['DEINVI_19866', 5970]
['DEINVI_19867', 5970]
['DEINVI_19868', 5969]
['DEINVI_19869', 5968]
['DEINVI_19870', 5968]
['DEINVI_19871', 5967]
['DEINVI_19872', 5967]
['DEINVI_19873', 5967]
['DEINVI_19874', 5966]
['DEINVI_19875', 5966]
['DEINVI_19876', 5965]
['DEINVI_19877', 5964]
['DEINVI_19878', 5964]
['DEINVI_19879', 5964]
['DEINVI_19880', 5964]
['DEINVI_19881', 5964]
['DEINVI_19882', 5963]
['DEINVI_19883', 5962]
['DEINVI_19884', 5962]
['DEINVI_04954', 5961]
['DEINVI_19885', 5961]
['DEINVI_19886', 5960]
['DEINVI_19887', 5960]
['DEINVI_19888', 5959]
['DEINVI_19889', 5959]
['DEINVI_01787', 5958]
['DEINVI_19890', 5958]
['DEINVI_19891', 5958]
['DEINVI_19892', 5957]
['DEINVI_19893', 5957]
['DEINVI_19894', 5957]
['DEINVI_19895', 5956]
['DEINVI_19896', 5956]
['DEINVI_19897', 5956]
['DEINVI_08707', 5955]
['DEINVI_19898', 5955]
['DEINVI_19899', 5955]
['DEINVI_19900', 5954]
['DEINVI_19901', 5954]
['DEINVI_19902', 5954]
['DEINVI_19903', 5953]
['DEINVI_19904', 5953]
['DEINVI_19905', 5953]
['DEINVI_19906', 5952]
['DEINVI_19907', 5952]
['DEINVI_19908', 5950]
['DEINVI_19909', 5950]
['DEINVI_19910', 5950]
['DEINVI_19911', 5948]
['DEINVI_19912', 5948]
['DEINVI_19913', 5948]
['DEINVI_19914', 5947]
['DEINVI_19915', 5947]
['DEINVI_06972', 5945]
['DEINVI_19916', 5945]
['DEINVI_19917', 5945]
['DEINVI_19918', 5944]
['DEINVI_19919', 5944]
['DEINVI_19920', 5943]
['DEINVI_19921', 5943]
['DEINVI_19922', 5943]
['DEINVI_09660', 5942]
['DEINVI_10243', 5942]
['DEINVI_19923', 5942]
['DEINVI_06911', 5941]
['DEINVI_19924', 5941]
['DEINVI_19925', 5940]
['DEINVI_19926', 5939]
['DEINVI_19927', 5939]
['DEINVI_19928', 5939]
['DEINVI_19929', 5938]
['DEINVI_19930', 5938]
['DEINVI_19931', 5938]
['DEINVI_19932', 5937]
['DEINVI_19933', 5935]
['DEINVI_19934', 5934]
['DEINVI_19935', 5934]
['DEINVI_19936', 5934]
['DEINVI_19937', 5934]
['DEINVI_09368', 5933]
['DEINVI_19938', 5933]
['DEINVI_19939', 5933]
['DEINVI_09719', 5932]
['DEINVI_19940', 5931]
['DEINVI_19941', 5931]
['DEINVI_19942', 5930]
['DEINVI_19943', 5930]
['DEINVI_19944', 5930]
['DEINVI_19945', 5930]
['DEINVI_19946', 5927]
['DEINVI_19947', 5926]
['DEINVI_19948', 5925]
['DEINVI_19949', 5924]
['DEINVI_19950', 5924]
['DEINVI_19951', 5924]
['DEINVI_19952', 5923]
['DEINVI_19953', 5923]
['DEINVI_19954', 5923]
['DEINVI_19955', 5923]
['DEINVI_05596', 5922]
['DEINVI_19956', 5921]
['DEINVI_19957', 5920]
['DEINVI_19958', 5920]
['DEINVI_19959', 5920]
['DEINVI_09534', 5919]
['DEINVI_19960', 5919]
['DEINVI_04649', 5918]
['DEINVI_19961', 5918]
['DEINVI_19962', 5918]
['DEINVI_19963', 5917]
['DEINVI_19964', 5916]
['DEINVI_19965', 5916]
['DEINVI_19966', 5915]
['DEINVI_19967', 5914]
['DEINVI_05692', 5913]
['DEINVI_09062', 5913]
['DEINVI_19968', 5913]
['DEINVI_19969', 5912]
['DEINVI_19970', 5912]
['DEINVI_07098', 5910]
['DEINVI_19971', 5910]
['DEINVI_19972', 5910]
['DEINVI_19973', 5910]
['DEINVI_19974', 5910]
['DEINVI_19975', 5910]
['DEINVI_19976', 5909]
['DEINVI_19977', 5909]
['DEINVI_06596', 5908]
['DEINVI_19978', 5906]
['DEINVI_19979', 5905]
['DEINVI_19980', 5903]
['DEINVI_04423', 5902]
['DEINVI_19981', 5902]
['DEINVI_19982', 5902]
['DEINVI_19983', 5902]
['DEINVI_09598', 5901]
['DEINVI_19984', 5901]
['DEINVI_03002', 5899]
['DEINVI_19985', 5899]
['DEINVI_19986', 5899]
['DEINVI_19987', 5899]
['DEINVI_19988', 5898]
['DEINVI_01271', 5897]
['DEINVI_19989', 5897]
['DEINVI_19990', 5896]
['DEINVI_19991', 5896]
['DEINVI_19992', 5896]
['DEINVI_19993', 5895]
['DEINVI_19994', 5895]
['DEINVI_19995', 5895]
['DEINVI_19996', 5894]
['DEINVI_19997', 5894]
['DEINVI_19998', 5894]
['DEINVI_19999', 5894]
['DEINVI_20000', 5892]
['DEINVI_20001', 5892]
['DEINVI_20002', 5891]
['DEINVI_20003', 5891]
['DEINVI_20004', 5891]
['DEINVI_20005', 5891]
['DEINVI_20006', 5890]
['DEINVI_20007', 5890]
['DEINVI_20008', 5889]
['DEINVI_20009', 5889]
['DEINVI_20010', 5888]
['DEINVI_20011', 5888]
['DEINVI_20012', 5887]
['DEINVI_20013', 5886]
['DEINVI_09820', 5885]
['DEINVI_20014', 5884]
['DEINVI_20015', 5884]
['DEINVI_20016', 5884]
['DEINVI_09497', 5883]
['DEINVI_20017', 5883]
['DEINVI_09088', 5882]
['DEINVI_20018', 5882]
['DEINVI_20019', 5882]
['DEINVI_20020', 5882]
['DEINVI_20021', 5881]
['DEINVI_09331', 5880]
['DEINVI_20022', 5880]
['DEINVI_03726', 5879]
['DEINVI_20023', 5879]
['DEINVI_20024', 5879]
['DEINVI_20025', 5879]
['DEINVI_20026', 5878]
['DEINVI_20027', 5878]
['DEINVI_20028', 5878]
['DEINVI_20029', 5878]
['DEINVI_20030', 5878]
['DEINVI_20031', 5876]
['DEINVI_20032', 5876]
['DEINVI_20033', 5875]
['DEINVI_20034', 5874]
['DEINVI_20035', 5874]
['DEINVI_20036', 5873]
['DEINVI_20037', 5873]
['DEINVI_02419', 5872]
['DEINVI_20038', 5872]
['DEINVI_20039', 5872]
['DEINVI_20040', 5872]
['DEINVI_20041', 5872]
['DEINVI_20042', 5871]
['DEINVI_20043', 5871]
['DEINVI_07679', 5870]
['DEINVI_20044', 5869]
['DEINVI_20045', 5868]
['DEINVI_20046', 5867]
['DEINVI_20047', 5867]
['DEINVI_20048', 5867]
['DEINVI_20049', 5867]
['DEINVI_20050', 5867]
['DEINVI_20051', 5867]
['DEINVI_20052', 5865]
['DEINVI_20053', 5865]
['DEINVI_05763', 5864]
['DEINVI_20054', 5864]
['DEINVI_20055', 5864]
['DEINVI_20056', 5864]
['DEINVI_20057', 5864]
['DEINVI_20058', 5863]
['DEINVI_20059', 5863]
['DEINVI_06657', 5862]
['DEINVI_20060', 5862]
['DEINVI_20061', 5861]
['DEINVI_20062', 5861]
['DEINVI_20063', 5860]
['DEINVI_20064', 5859]
['DEINVI_20065', 5859]
['DEINVI_20066', 5859]
['DEINVI_20067', 5859]
['DEINVI_04142', 5857]
['DEINVI_20068', 5857]
['DEINVI_20069', 5856]
['DEINVI_20070', 5856]
['DEINVI_20071', 5855]
['DEINVI_20072', 5855]
['DEINVI_04809', 5854]
['DEINVI_05962', 5854]
['DEINVI_20073', 5853]
['DEINVI_20074', 5852]
['DEINVI_08691', 5851]
['DEINVI_20075', 5851]
['DEINVI_20076', 5850]
['DEINVI_06773', 5849]
['DEINVI_10040', 5849]
['DEINVI_20077', 5849]
['DEINVI_20078', 5849]
['DEINVI_20079', 5849]
['DEINVI_20080', 5849]
['DEINVI_20081', 5848]
['DEINVI_20082', 5848]
['DEINVI_20083', 5847]
['DEINVI_20084', 5847]
['DEINVI_20085', 5847]
['DEINVI_20086', 5847]
['DEINVI_07085', 5845]
['DEINVI_20087', 5845]
['DEINVI_20088', 5845]
['DEINVI_20089', 5845]
['DEINVI_20090', 5844]
['DEINVI_20091', 5843]
['DEINVI_20092', 5843]
['DEINVI_20093', 5843]
['DEINVI_20094', 5843]
['DEINVI_05812', 5842]
['DEINVI_20095', 5842]
['DEINVI_20096', 5842]
['DEINVI_20097', 5841]
['DEINVI_20098', 5841]
['DEINVI_20099', 5841]
['DEINVI_20100', 5841]
['DEINVI_20101', 5841]
['DEINVI_20102', 5840]
['DEINVI_20103', 5840]
['DEINVI_01468', 5839]
['DEINVI_20104', 5839]
['DEINVI_20105', 5838]
['DEINVI_20106', 5838]
['DEINVI_20107', 5837]
['DEINVI_20108', 5837]
['DEINVI_20109', 5837]
['DEINVI_20110', 5836]
['DEINVI_20111', 5836]
['DEINVI_20112', 5835]
['DEINVI_20113', 5835]
['DEINVI_20114', 5834]
['DEINVI_20115', 5834]
['DEINVI_02521', 5833]
['DEINVI_20116', 5833]
['DEINVI_20117', 5832]
['DEINVI_20118', 5832]
['DEINVI_20119', 5832]
['DEINVI_20120', 5832]
['DEINVI_20121', 5832]
['DEINVI_20122', 5831]
['DEINVI_20123', 5831]
['DEINVI_20124', 5831]
['DEINVI_20125', 5830]
['DEINVI_20126', 5830]
['DEINVI_20127', 5829]
['DEINVI_20128', 5829]
['DEINVI_03014', 5828]
['DEINVI_20129', 5828]
['DEINVI_20130', 5826]
['DEINVI_20131', 5826]
['DEINVI_20132', 5826]
['DEINVI_08692', 5825]
['DEINVI_20133', 5824]
['DEINVI_20134', 5824]
['DEINVI_06691', 5823]
['DEINVI_20135', 5823]
['DEINVI_07766', 5822]
['DEINVI_20136', 5819]
['DEINVI_20137', 5819]
['DEINVI_20138', 5818]
['DEINVI_08708', 5817]
['DEINVI_20139', 5816]
['DEINVI_20140', 5816]
['DEINVI_20141', 5816]
['DEINVI_20142', 5816]
['DEINVI_20143', 5815]
['DEINVI_20144', 5815]
['DEINVI_20145', 5815]
['DEINVI_20146', 5812]
['DEINVI_20147', 5812]
['DEINVI_20148', 5812]
['DEINVI_20149', 5811]
['DEINVI_20150', 5810]
['DEINVI_08607', 5809]
['DEINVI_20151', 5809]
['DEINVI_20152', 5809]
['DEINVI_05769', 5808]
['DEINVI_20153', 5808]
['DEINVI_03252', 5807]
['DEINVI_20154', 5807]
['DEINVI_20155', 5807]
['DEINVI_20156', 5807]
['DEINVI_01750', 5805]
['DEINVI_20157', 5805]
['DEINVI_20158', 5805]
['DEINVI_20159', 5804]
['DEINVI_20160', 5803]
['DEINVI_20161', 5802]
['DEINVI_20162', 5802]
['DEINVI_20163', 5802]
['DEINVI_20164', 5800]
['DEINVI_20165', 5800]
['DEINVI_20166', 5798]
['DEINVI_20167', 5798]
['DEINVI_20168', 5798]
['DEINVI_20169', 5798]
['DEINVI_07923', 5797]
['DEINVI_20170', 5797]
['DEINVI_20171', 5797]
['DEINVI_20172', 5796]
['DEINVI_20173', 5795]
['DEINVI_20174', 5795]
['DEINVI_20175', 5794]
['DEINVI_02340', 5793]
['DEINVI_20176', 5793]
['DEINVI_20177', 5793]
['DEINVI_07603', 5792]
['DEINVI_09836', 5792]
['DEINVI_20178', 5792]
['DEINVI_20179', 5792]
['DEINVI_04702', 5791]
['DEINVI_01182', 5790]
['DEINVI_20180', 5790]
['DEINVI_08236', 5788]
['DEINVI_20181', 5788]
['DEINVI_20182', 5788]
['DEINVI_20183', 5787]
['DEINVI_20184', 5787]
['DEINVI_20185', 5787]
['DEINVI_20186', 5787]
['DEINVI_20187', 5787]
['DEINVI_06396', 5786]
['DEINVI_20188', 5786]
['DEINVI_20189', 5785]
['DEINVI_20190', 5785]
['DEINVI_20191', 5784]
['DEINVI_06021', 5783]
['DEINVI_20192', 5782]
['DEINVI_20193', 5782]
['DEINVI_09111', 5781]
['DEINVI_20194', 5781]
['DEINVI_01266', 5780]
['DEINVI_20195', 5780]
['DEINVI_20196', 5780]
['DEINVI_03659', 5779]
['DEINVI_20197', 5779]
['DEINVI_20198', 5779]
['DEINVI_20199', 5778]
['DEINVI_20200', 5778]
['DEINVI_20201', 5777]
['DEINVI_20202', 5777]
['DEINVI_01494', 5776]
['DEINVI_05906', 5776]
['DEINVI_20203', 5776]
['DEINVI_20204', 5776]
['DEINVI_05794', 5775]
['DEINVI_08509', 5775]
['DEINVI_20205', 5775]
['DEINVI_20206', 5775]
['DEINVI_20207', 5775]
['DEINVI_20208', 5774]
['DEINVI_04106', 5773]
['DEINVI_20209', 5773]
['DEINVI_20210', 5773]
['DEINVI_20211', 5772]
['DEINVI_20212', 5772]
['DEINVI_20213', 5771]
['DEINVI_20214', 5771]
['DEINVI_20215', 5770]
['DEINVI_20216', 5770]
['DEINVI_20217', 5767]
['DEINVI_20218', 5766]
['DEINVI_20219', 5766]
['DEINVI_20220', 5766]
['DEINVI_20221', 5766]
['DEINVI_20222', 5766]
['DEINVI_20223', 5766]
['DEINVI_01538', 5765]
['DEINVI_20224', 5765]
['DEINVI_20225', 5765]
['DEINVI_05491', 5764]
['DEINVI_20226', 5763]
['DEINVI_20227', 5763]
['DEINVI_20228', 5763]
['DEINVI_20229', 5763]
['DEINVI_20230', 5763]
['DEINVI_20231', 5761]
['DEINVI_20232', 5761]
['DEINVI_20233', 5761]
['DEINVI_20234', 5761]
['DEINVI_10666', 5759]
['DEINVI_20235', 5759]
['DEINVI_20236', 5759]
['DEINVI_20237', 5756]
['DEINVI_20238', 5756]
['DEINVI_20239', 5756]
['DEINVI_20240', 5756]
['DEINVI_20241', 5756]
['DEINVI_20242', 5755]
['DEINVI_01939', 5754]
['DEINVI_20243', 5754]
['DEINVI_20244', 5754]
['DEINVI_20245', 5753]
['DEINVI_20246', 5753]
['DEINVI_20247', 5751]
['DEINVI_20248', 5750]
['DEINVI_20249', 5750]
['DEINVI_08420', 5748]
['DEINVI_20250', 5746]
['DEINVI_20251', 5746]
['DEINVI_20252', 5745]
['DEINVI_20253', 5744]
['DEINVI_20254', 5744]
['DEINVI_08501', 5742]
['DEINVI_20255', 5742]
['DEINVI_10343', 5741]
['DEINVI_20256', 5741]
['DEINVI_20257', 5741]
['DEINVI_20258', 5740]
['DEINVI_20259', 5740]
['DEINVI_20260', 5740]
['DEINVI_20261', 5739]
['DEINVI_00946', 5737]
['DEINVI_09173', 5737]
['DEINVI_20262', 5737]
['DEINVI_20263', 5737]
['DEINVI_20264', 5737]
['DEINVI_03505', 5736]
['DEINVI_20265', 5736]
['DEINVI_20266', 5734]
['DEINVI_20267', 5734]
['DEINVI_20268', 5733]
['DEINVI_20269', 5733]
['DEINVI_20270', 5733]
['DEINVI_20271', 5732]
['DEINVI_09179', 5730]
['DEINVI_20272', 5730]
['DEINVI_20273', 5730]
['DEINVI_20274', 5730]
['DEINVI_20275', 5730]
['DEINVI_07578', 5729]
['DEINVI_20276', 5729]
['DEINVI_20277', 5729]
['DEINVI_20278', 5728]
['DEINVI_20279', 5727]
['DEINVI_20280', 5727]
['DEINVI_20281', 5727]
['DEINVI_02545', 5726]
['DEINVI_20282', 5726]
['DEINVI_20283', 5726]
['DEINVI_20284', 5725]
['DEINVI_20285', 5725]
['DEINVI_20286', 5725]
['DEINVI_20287', 5723]
['DEINVI_20288', 5722]
['DEINVI_20289', 5722]
['DEINVI_20290', 5722]
['DEINVI_20291', 5721]
['DEINVI_20292', 5721]
['DEINVI_20293', 5721]
['DEINVI_20294', 5721]
['DEINVI_09988', 5720]
['DEINVI_20295', 5719]
['DEINVI_20296', 5719]
['DEINVI_20297', 5718]
['DEINVI_20298', 5718]
['DEINVI_20299', 5718]
['DEINVI_20300', 5717]
['DEINVI_20301', 5717]
['DEINVI_20302', 5716]
['DEINVI_01608', 5715]
['DEINVI_20303', 5715]
['DEINVI_20304', 5714]
['DEINVI_20305', 5714]
['DEINVI_05475', 5713]
['DEINVI_20306', 5713]
['DEINVI_20307', 5713]
['DEINVI_20308', 5712]
['DEINVI_20309', 5712]
['DEINVI_01507', 5711]
['DEINVI_20310', 5711]
['DEINVI_20311', 5711]
['DEINVI_20312', 5711]
['DEINVI_20313', 5711]
['DEINVI_20314', 5709]
['DEINVI_20315', 5709]
['DEINVI_20316', 5709]
['DEINVI_20317', 5708]
['DEINVI_20318', 5708]
['DEINVI_20319', 5707]
['DEINVI_20320', 5707]
['DEINVI_05862', 5706]
['DEINVI_20321', 5706]
['DEINVI_20322', 5706]
['DEINVI_20323', 5705]
['DEINVI_20324', 5705]
['DEINVI_20325', 5704]
['DEINVI_20326', 5702]
['DEINVI_20327', 5701]
['DEINVI_20328', 5701]
['DEINVI_20329', 5700]
['DEINVI_20330', 5700]
['DEINVI_20331', 5699]
['DEINVI_20332', 5699]
['DEINVI_20333', 5698]
['DEINVI_20334', 5698]
['DEINVI_20335', 5698]
['DEINVI_20336', 5698]
['DEINVI_04089', 5697]
['DEINVI_04853', 5697]
['DEINVI_10382', 5695]
['DEINVI_20337', 5695]
['DEINVI_20338', 5695]
['DEINVI_20339', 5695]
['DEINVI_20340', 5694]
['DEINVI_08747', 5693]
['DEINVI_20341', 5693]
['DEINVI_20342', 5692]
['DEINVI_20343', 5690]
['DEINVI_20344', 5689]
['DEINVI_20345', 5689]
['DEINVI_20346', 5688]
['DEINVI_20347', 5688]
['DEINVI_20348', 5687]
['DEINVI_10462', 5686]
['DEINVI_20349', 5686]
['DEINVI_20350', 5685]
['DEINVI_20351', 5684]
['DEINVI_20352', 5683]
['DEINVI_02735', 5681]
['DEINVI_20353', 5681]
['DEINVI_20354', 5681]
['DEINVI_20355', 5681]
['DEINVI_20356', 5681]
['DEINVI_05722', 5680]
['DEINVI_20357', 5680]
['DEINVI_20358', 5680]
['DEINVI_20359', 5680]
['DEINVI_20360', 5680]
['DEINVI_20361', 5680]
['DEINVI_20362', 5679]
['DEINVI_20363', 5679]
['DEINVI_20364', 5678]
['DEINVI_20365', 5678]
['DEINVI_01892', 5676]
['DEINVI_04252', 5676]
['DEINVI_03814', 5673]
['DEINVI_20366', 5673]
['DEINVI_20367', 5673]
['DEINVI_20368', 5672]
['DEINVI_20369', 5672]
['DEINVI_06014', 5671]
['DEINVI_20370', 5671]
['DEINVI_01295', 5670]
['DEINVI_02739', 5670]
['DEINVI_07415', 5670]
['DEINVI_07838', 5670]
['DEINVI_20371', 5670]
['DEINVI_20372', 5668]
['DEINVI_20373', 5668]
['DEINVI_07968', 5667]
['DEINVI_20374', 5666]
['DEINVI_20375', 5666]
['DEINVI_04359', 5665]
['DEINVI_09300', 5665]
['DEINVI_20376', 5665]
['DEINVI_08877', 5664]
['DEINVI_20377', 5664]
['DEINVI_09177', 5663]
['DEINVI_20378', 5663]
['DEINVI_20379', 5663]
['DEINVI_20380', 5662]
['DEINVI_20381', 5662]
['DEINVI_20382', 5661]
['DEINVI_20383', 5660]
['DEINVI_20384', 5659]
['DEINVI_20385', 5659]
['DEINVI_20386', 5658]
['DEINVI_20387', 5658]
['DEINVI_20388', 5658]
['DEINVI_20389', 5658]
['DEINVI_06955', 5657]
['DEINVI_20390', 5657]
['DEINVI_20391', 5657]
['DEINVI_20392', 5656]
['DEINVI_20393', 5656]
['DEINVI_20394', 5655]
['DEINVI_05687', 5654]
['DEINVI_20395', 5654]
['DEINVI_20396', 5654]
['DEINVI_20397', 5653]
