['HiC_scaffold_7', 132869780]
['HiC_scaffold_17408', 7837]
['HiC_scaffold_2924', 7834]
['HiC_scaffold_9467', 7834]
['HiC_scaffold_17409', 7833]
['HiC_scaffold_17410', 7832]
['HiC_scaffold_17411', 7832]
['HiC_scaffold_17412', 7832]
['HiC_scaffold_17413', 7832]
['HiC_scaffold_8043', 7831]
['HiC_scaffold_6096', 7830]
['HiC_scaffold_17414', 7830]
['HiC_scaffold_17415', 7830]
['HiC_scaffold_17416', 7830]
['HiC_scaffold_17417', 7827]
['HiC_scaffold_17418', 7827]
['HiC_scaffold_17419', 7826]
['HiC_scaffold_17420', 7825]
['HiC_scaffold_7247', 7824]
['HiC_scaffold_17421', 7824]
['HiC_scaffold_17422', 7822]
['HiC_scaffold_17423', 7822]
['HiC_scaffold_17424', 7821]
['HiC_scaffold_17425', 7820]
['HiC_scaffold_17426', 7820]
['HiC_scaffold_17427', 7820]
['HiC_scaffold_5239', 7819]
['HiC_scaffold_17428', 7819]
['HiC_scaffold_4628', 7818]
['HiC_scaffold_17429', 7818]
['HiC_scaffold_17430', 7818]
['HiC_scaffold_17431', 7818]
['HiC_scaffold_17432', 7816]
['HiC_scaffold_17433', 7815]
['HiC_scaffold_17434', 7815]
['HiC_scaffold_17435', 7815]
['HiC_scaffold_17436', 7813]
['HiC_scaffold_17437', 7812]
['HiC_scaffold_4560', 7811]
['HiC_scaffold_17438', 7811]
['HiC_scaffold_17439', 7811]
['HiC_scaffold_17440', 7810]
['HiC_scaffold_17441', 7810]
['HiC_scaffold_17442', 7809]
['HiC_scaffold_17443', 7809]
['HiC_scaffold_8478', 7807]
['HiC_scaffold_10321', 7807]
['HiC_scaffold_17444', 7807]
['HiC_scaffold_17445', 7807]
['HiC_scaffold_17446', 7807]
['HiC_scaffold_17447', 7807]
['HiC_scaffold_8187', 7806]
['HiC_scaffold_17448', 7806]
['HiC_scaffold_17449', 7805]
['HiC_scaffold_8786', 7804]
['HiC_scaffold_17450', 7803]
['HiC_scaffold_17451', 7803]
['HiC_scaffold_17452', 7803]
['HiC_scaffold_17453', 7803]
['HiC_scaffold_9739', 7802]
['HiC_scaffold_17454', 7801]
['HiC_scaffold_17455', 7801]
['HiC_scaffold_17456', 7801]
['HiC_scaffold_17457', 7799]
['HiC_scaffold_17458', 7798]
['HiC_scaffold_17459', 7798]
['HiC_scaffold_17460', 7798]
['HiC_scaffold_17461', 7797]
['HiC_scaffold_17462', 7797]
['HiC_scaffold_17463', 7797]
['HiC_scaffold_9152', 7796]
['HiC_scaffold_17464', 7796]
['HiC_scaffold_17465', 7794]
['HiC_scaffold_17466', 7794]
['HiC_scaffold_17467', 7793]
['HiC_scaffold_17468', 7793]
['HiC_scaffold_17469', 7792]
['HiC_scaffold_17470', 7792]
['HiC_scaffold_17471', 7791]
['HiC_scaffold_17472', 7791]
['HiC_scaffold_17473', 7788]
['HiC_scaffold_6794', 7786]
['HiC_scaffold_17474', 7786]
['HiC_scaffold_17475', 7786]
['HiC_scaffold_17476', 7786]
['HiC_scaffold_9275', 7784]
['HiC_scaffold_17477', 7784]
['HiC_scaffold_17478', 7784]
['HiC_scaffold_17479', 7783]
['HiC_scaffold_7817', 7782]
['HiC_scaffold_7019', 7781]
['HiC_scaffold_17480', 7781]
['HiC_scaffold_17481', 7780]
['HiC_scaffold_17482', 7779]
['HiC_scaffold_2170', 7778]
['HiC_scaffold_9517', 7778]
['HiC_scaffold_8824', 7776]
['HiC_scaffold_17483', 7776]
['HiC_scaffold_1033', 7775]
['HiC_scaffold_17484', 7775]
['HiC_scaffold_17485', 7775]
['HiC_scaffold_17486', 7774]
['HiC_scaffold_17487', 7774]
['HiC_scaffold_17488', 7774]
['HiC_scaffold_17489', 7773]
['HiC_scaffold_17490', 7773]
['HiC_scaffold_17491', 7770]
['HiC_scaffold_7564', 7769]
['HiC_scaffold_17492', 7769]
['HiC_scaffold_17493', 7769]
['HiC_scaffold_17494', 7767]
['HiC_scaffold_3914', 7766]
['HiC_scaffold_17495', 7766]
['HiC_scaffold_17496', 7766]
['HiC_scaffold_17497', 7764]
['HiC_scaffold_17498', 7764]
['HiC_scaffold_17499', 7763]
['HiC_scaffold_17500', 7763]
['HiC_scaffold_17501', 7758]
['HiC_scaffold_7493', 7757]
['HiC_scaffold_17502', 7757]
['HiC_scaffold_17503', 7757]
['HiC_scaffold_7951', 7755]
['HiC_scaffold_17504', 7755]
['HiC_scaffold_17505', 7755]
['HiC_scaffold_17506', 7753]
['HiC_scaffold_17507', 7751]
['HiC_scaffold_17508', 7751]
['HiC_scaffold_17509', 7750]
['HiC_scaffold_17510', 7749]
['HiC_scaffold_17511', 7749]
['HiC_scaffold_2991', 7748]
['HiC_scaffold_17512', 7748]
['HiC_scaffold_6174', 7747]
['HiC_scaffold_17513', 7747]
['HiC_scaffold_8100', 7746]
['HiC_scaffold_9390', 7746]
['HiC_scaffold_17514', 7746]
['HiC_scaffold_17515', 7745]
['HiC_scaffold_17516', 7743]
['HiC_scaffold_17517', 7742]
['HiC_scaffold_17518', 7741]
['HiC_scaffold_17519', 7741]
['HiC_scaffold_10101', 7740]
['HiC_scaffold_17520', 7740]
['HiC_scaffold_17521', 7740]
['HiC_scaffold_9663', 7739]
['HiC_scaffold_17522', 7739]
['HiC_scaffold_17523', 7736]
['HiC_scaffold_17524', 7736]
['HiC_scaffold_17525', 7736]
['HiC_scaffold_17526', 7735]
['HiC_scaffold_4375', 7734]
['HiC_scaffold_17527', 7733]
['HiC_scaffold_17528', 7730]
['HiC_scaffold_17529', 7729]
['HiC_scaffold_17530', 7727]
['HiC_scaffold_17531', 7727]
['HiC_scaffold_17532', 7725]
['HiC_scaffold_2753', 7722]
['HiC_scaffold_9607', 7722]
['HiC_scaffold_6163', 7721]
['HiC_scaffold_7785', 7721]
['HiC_scaffold_17533', 7721]
['HiC_scaffold_17534', 7721]
['HiC_scaffold_17535', 7721]
['HiC_scaffold_17536', 7720]
['HiC_scaffold_17537', 7720]
['HiC_scaffold_17538', 7719]
['HiC_scaffold_17539', 7719]
['HiC_scaffold_17540', 7719]
['HiC_scaffold_17541', 7719]
['HiC_scaffold_17542', 7719]
['HiC_scaffold_17543', 7718]
['HiC_scaffold_17544', 7717]
['HiC_scaffold_17545', 7716]
['HiC_scaffold_17546', 7715]
['HiC_scaffold_17547', 7714]
['HiC_scaffold_17548', 7713]
['HiC_scaffold_4312', 7712]
['HiC_scaffold_17549', 7712]
['HiC_scaffold_17550', 7712]
['HiC_scaffold_17551', 7712]
['HiC_scaffold_17552', 7711]
['HiC_scaffold_17553', 7710]
['HiC_scaffold_17554', 7710]
['HiC_scaffold_1987', 7709]
['HiC_scaffold_689', 7707]
['HiC_scaffold_17555', 7707]
['HiC_scaffold_17556', 7707]
['HiC_scaffold_17557', 7707]
['HiC_scaffold_17558', 7706]
['HiC_scaffold_17559', 7703]
['HiC_scaffold_17560', 7703]
['HiC_scaffold_17561', 7703]
['HiC_scaffold_4314', 7701]
['HiC_scaffold_17562', 7701]
['HiC_scaffold_17563', 7701]
['HiC_scaffold_17564', 7699]
['HiC_scaffold_17565', 7699]
['HiC_scaffold_17566', 7699]
['HiC_scaffold_17567', 7699]
['HiC_scaffold_17568', 7699]
['HiC_scaffold_17569', 7698]
['HiC_scaffold_7893', 7695]
['HiC_scaffold_7371', 7694]
['HiC_scaffold_17570', 7694]
['HiC_scaffold_5610', 7692]
['HiC_scaffold_17571', 7690]
['HiC_scaffold_17572', 7690]
['HiC_scaffold_8237', 7687]
['HiC_scaffold_17573', 7687]
['HiC_scaffold_17574', 7685]
['HiC_scaffold_17575', 7685]
['HiC_scaffold_17576', 7683]
['HiC_scaffold_17577', 7680]
['HiC_scaffold_17578', 7680]
['HiC_scaffold_17579', 7680]
['HiC_scaffold_17580', 7679]
['HiC_scaffold_17581', 7678]
['HiC_scaffold_17582', 7676]
['HiC_scaffold_17583', 7674]
['HiC_scaffold_17584', 7674]
['HiC_scaffold_17585', 7674]
['HiC_scaffold_17586', 7674]
['HiC_scaffold_17587', 7674]
['HiC_scaffold_1806', 7673]
['HiC_scaffold_6619', 7673]
['HiC_scaffold_17588', 7673]
['HiC_scaffold_17589', 7673]
['HiC_scaffold_17590', 7673]
['HiC_scaffold_17591', 7672]
['HiC_scaffold_17592', 7672]
['HiC_scaffold_4809', 7671]
['HiC_scaffold_4931', 7671]
['HiC_scaffold_5412', 7670]
['HiC_scaffold_17593', 7669]
['HiC_scaffold_17594', 7669]
['HiC_scaffold_17595', 7668]
['HiC_scaffold_17596', 7668]
['HiC_scaffold_4837', 7666]
['HiC_scaffold_17597', 7666]
['HiC_scaffold_17598', 7666]
['HiC_scaffold_17599', 7665]
['HiC_scaffold_17600', 7665]
['HiC_scaffold_17601', 7663]
['HiC_scaffold_17602', 7663]
['HiC_scaffold_17603', 7663]
['HiC_scaffold_17604', 7663]
['HiC_scaffold_9586', 7661]
['HiC_scaffold_17605', 7660]
['HiC_scaffold_17606', 7660]
['HiC_scaffold_2234', 7659]
['HiC_scaffold_2891', 7657]
['HiC_scaffold_17607', 7657]
['HiC_scaffold_17608', 7656]
['HiC_scaffold_17609', 7655]
['HiC_scaffold_17610', 7654]
['HiC_scaffold_17611', 7654]
['HiC_scaffold_1044', 7652]
['HiC_scaffold_17612', 7652]
['HiC_scaffold_17613', 7652]
['HiC_scaffold_17614', 7652]
['HiC_scaffold_2808', 7651]
['HiC_scaffold_17615', 7651]
['HiC_scaffold_7674', 7649]
['HiC_scaffold_17616', 7648]
['HiC_scaffold_17617', 7648]
['HiC_scaffold_17618', 7648]
['HiC_scaffold_17619', 7648]
['HiC_scaffold_17620', 7647]
['HiC_scaffold_17621', 7647]
['HiC_scaffold_17622', 7646]
['HiC_scaffold_17623', 7646]
['HiC_scaffold_17624', 7645]
['HiC_scaffold_17625', 7642]
['HiC_scaffold_9898', 7641]
['HiC_scaffold_17626', 7641]
['HiC_scaffold_7467', 7640]
['HiC_scaffold_4673', 7639]
['HiC_scaffold_17627', 7639]
['HiC_scaffold_17628', 7639]
['HiC_scaffold_17629', 7639]
['HiC_scaffold_17630', 7639]
['HiC_scaffold_17631', 7639]
['HiC_scaffold_17632', 7639]
['HiC_scaffold_17633', 7638]
['HiC_scaffold_17634', 7638]
['HiC_scaffold_17635', 7636]
['HiC_scaffold_17636', 7636]
['HiC_scaffold_17637', 7635]
['HiC_scaffold_17638', 7633]
['HiC_scaffold_17639', 7633]
['HiC_scaffold_17640', 7631]
['HiC_scaffold_17641', 7631]
['HiC_scaffold_17642', 7629]
['HiC_scaffold_17643', 7629]
['HiC_scaffold_17644', 7629]
['HiC_scaffold_17645', 7628]
['HiC_scaffold_17646', 7627]
['HiC_scaffold_17647', 7625]
['HiC_scaffold_17648', 7624]
['HiC_scaffold_17649', 7624]
['HiC_scaffold_17650', 7623]
['HiC_scaffold_9751', 7622]
['HiC_scaffold_17651', 7622]
['HiC_scaffold_3105', 7621]
['HiC_scaffold_17652', 7621]
['HiC_scaffold_17653', 7620]
['HiC_scaffold_8102', 7619]
['HiC_scaffold_17654', 7618]
['HiC_scaffold_17655', 7618]
['HiC_scaffold_17656', 7616]
['HiC_scaffold_17657', 7616]
['HiC_scaffold_17658', 7615]
['HiC_scaffold_10035', 7612]
['HiC_scaffold_2037', 7609]
['HiC_scaffold_17659', 7609]
['HiC_scaffold_17660', 7609]
['HiC_scaffold_17661', 7608]
['HiC_scaffold_8524', 7607]
['HiC_scaffold_17662', 7607]
['HiC_scaffold_17663', 7606]
['HiC_scaffold_17664', 7605]
['HiC_scaffold_17665', 7605]
['HiC_scaffold_17666', 7605]
['HiC_scaffold_17667', 7604]
['HiC_scaffold_17668', 7603]
['HiC_scaffold_17669', 7603]
['HiC_scaffold_17670', 7603]
['HiC_scaffold_17671', 7601]
['HiC_scaffold_17672', 7600]
['HiC_scaffold_17673', 7599]
['HiC_scaffold_17674', 7599]
['HiC_scaffold_17675', 7598]
['HiC_scaffold_8458', 7597]
['HiC_scaffold_17676', 7597]
['HiC_scaffold_17677', 7597]
['HiC_scaffold_17678', 7597]
['HiC_scaffold_17679', 7597]
['HiC_scaffold_17680', 7597]
['HiC_scaffold_17681', 7597]
['HiC_scaffold_17682', 7596]
['HiC_scaffold_17683', 7596]
['HiC_scaffold_17684', 7596]
['HiC_scaffold_17685', 7595]
['HiC_scaffold_17686', 7594]
['HiC_scaffold_17687', 7593]
['HiC_scaffold_1887', 7591]
['HiC_scaffold_17688', 7591]
['HiC_scaffold_17689', 7591]
['HiC_scaffold_17690', 7590]
['HiC_scaffold_17691', 7590]
['HiC_scaffold_17692', 7590]
['HiC_scaffold_17693', 7589]
['HiC_scaffold_17694', 7589]
['HiC_scaffold_17695', 7589]
['HiC_scaffold_17696', 7588]
['HiC_scaffold_17697', 7587]
['HiC_scaffold_17698', 7586]
['HiC_scaffold_6375', 7584]
['HiC_scaffold_7142', 7583]
['HiC_scaffold_17699', 7583]
['HiC_scaffold_17700', 7583]
['HiC_scaffold_17701', 7583]
['HiC_scaffold_17702', 7583]
['HiC_scaffold_17703', 7583]
['HiC_scaffold_17704', 7582]
['HiC_scaffold_17705', 7582]
['HiC_scaffold_17706', 7582]
['HiC_scaffold_17707', 7581]
['HiC_scaffold_17708', 7579]
['HiC_scaffold_8663', 7578]
['HiC_scaffold_17709', 7578]
['HiC_scaffold_17710', 7577]
['HiC_scaffold_17711', 7577]
['HiC_scaffold_17712', 7576]
['HiC_scaffold_17713', 7575]
['HiC_scaffold_4242', 7574]
['HiC_scaffold_9869', 7573]
['HiC_scaffold_17714', 7572]
['HiC_scaffold_17715', 7572]
['HiC_scaffold_17716', 7572]
['HiC_scaffold_17717', 7572]
['HiC_scaffold_17718', 7571]
['HiC_scaffold_17719', 7571]
['HiC_scaffold_17720', 7569]
['HiC_scaffold_17721', 7566]
['HiC_scaffold_17722', 7566]
['HiC_scaffold_17723', 7566]
['HiC_scaffold_17724', 7566]
['HiC_scaffold_17725', 7566]
['HiC_scaffold_17726', 7564]
['HiC_scaffold_17727', 7564]
['HiC_scaffold_17728', 7564]
['HiC_scaffold_9706', 7562]
['HiC_scaffold_17729', 7562]
['HiC_scaffold_17730', 7562]
['HiC_scaffold_17731', 7561]
['HiC_scaffold_17732', 7561]
['HiC_scaffold_17733', 7561]
['HiC_scaffold_9862', 7559]
['HiC_scaffold_17734', 7559]
['HiC_scaffold_17735', 7559]
['HiC_scaffold_17736', 7559]
['HiC_scaffold_17737', 7556]
['HiC_scaffold_17738', 7552]
['HiC_scaffold_17739', 7552]
['HiC_scaffold_17740', 7551]
['HiC_scaffold_17741', 7551]
['HiC_scaffold_17742', 7549]
['HiC_scaffold_17743', 7549]
['HiC_scaffold_17744', 7549]
['HiC_scaffold_17745', 7549]
['HiC_scaffold_17746', 7547]
['HiC_scaffold_17747', 7547]
['HiC_scaffold_17748', 7547]
['HiC_scaffold_3477', 7544]
['HiC_scaffold_17749', 7544]
['HiC_scaffold_17750', 7544]
['HiC_scaffold_17751', 7544]
['HiC_scaffold_17752', 7543]
['HiC_scaffold_17753', 7542]
['HiC_scaffold_17754', 7541]
['HiC_scaffold_17755', 7541]
['HiC_scaffold_6032', 7540]
['HiC_scaffold_17756', 7539]
['HiC_scaffold_17757', 7538]
['HiC_scaffold_1789', 7537]
['HiC_scaffold_8135', 7536]
['HiC_scaffold_8532', 7536]
['HiC_scaffold_17758', 7536]
['HiC_scaffold_17759', 7536]
['HiC_scaffold_17760', 7536]
['HiC_scaffold_9668', 7534]
['HiC_scaffold_17761', 7534]
['HiC_scaffold_7388', 7533]
['HiC_scaffold_17762', 7533]
['HiC_scaffold_6553', 7532]
['HiC_scaffold_10278', 7531]
['HiC_scaffold_17763', 7531]
['HiC_scaffold_17764', 7530]
['HiC_scaffold_17765', 7529]
['HiC_scaffold_7414', 7528]
['HiC_scaffold_17766', 7528]
['HiC_scaffold_4528', 7527]
['HiC_scaffold_17767', 7525]
['HiC_scaffold_17768', 7525]
['HiC_scaffold_17769', 7525]
['HiC_scaffold_6834', 7524]
['HiC_scaffold_17770', 7523]
['HiC_scaffold_17771', 7523]
['HiC_scaffold_17772', 7521]
['HiC_scaffold_17773', 7521]
['HiC_scaffold_17774', 7520]
['HiC_scaffold_17775', 7520]
['HiC_scaffold_17776', 7518]
['HiC_scaffold_17777', 7518]
['HiC_scaffold_5056', 7515]
['HiC_scaffold_17778', 7515]
['HiC_scaffold_17779', 7515]
['HiC_scaffold_17780', 7515]
['HiC_scaffold_8600', 7514]
['HiC_scaffold_17781', 7514]
['HiC_scaffold_8901', 7513]
['HiC_scaffold_17782', 7513]
['HiC_scaffold_17783', 7512]
['HiC_scaffold_8708', 7511]
['HiC_scaffold_17784', 7511]
['HiC_scaffold_9600', 7510]
['HiC_scaffold_17785', 7509]
['HiC_scaffold_3361', 7508]
['HiC_scaffold_17786', 7508]
['HiC_scaffold_17787', 7508]
['HiC_scaffold_17788', 7507]
['HiC_scaffold_17789', 7507]
['HiC_scaffold_7486', 7506]
['HiC_scaffold_17790', 7506]
['HiC_scaffold_7775', 7505]
['HiC_scaffold_17791', 7505]
['HiC_scaffold_17792', 7503]
['HiC_scaffold_17793', 7503]
['HiC_scaffold_17794', 7502]
['HiC_scaffold_17795', 7502]
['HiC_scaffold_17796', 7502]
['HiC_scaffold_7081', 7499]
['HiC_scaffold_17797', 7499]
['HiC_scaffold_17798', 7499]
['HiC_scaffold_17799', 7499]
['HiC_scaffold_17800', 7499]
['HiC_scaffold_17801', 7498]
['HiC_scaffold_17802', 7495]
['HiC_scaffold_17803', 7494]
['HiC_scaffold_17804', 7494]
['HiC_scaffold_1331', 7493]
['HiC_scaffold_17805', 7493]
['HiC_scaffold_17806', 7493]
['HiC_scaffold_17807', 7492]
['HiC_scaffold_17808', 7492]
['HiC_scaffold_17809', 7491]
['HiC_scaffold_2196', 7490]
['HiC_scaffold_17810', 7490]
['HiC_scaffold_17811', 7489]
['HiC_scaffold_9753', 7488]
['HiC_scaffold_17812', 7488]
['HiC_scaffold_17813', 7487]
['HiC_scaffold_17814', 7487]
['HiC_scaffold_17815', 7486]
['HiC_scaffold_3892', 7484]
['HiC_scaffold_17816', 7484]
['HiC_scaffold_17817', 7484]
['HiC_scaffold_17818', 7484]
['HiC_scaffold_17819', 7482]
['HiC_scaffold_17820', 7482]
['HiC_scaffold_17821', 7482]
['HiC_scaffold_17822', 7482]
['HiC_scaffold_17823', 7481]
['HiC_scaffold_17824', 7479]
['HiC_scaffold_17825', 7479]
['HiC_scaffold_17826', 7479]
['HiC_scaffold_17827', 7478]
['HiC_scaffold_17828', 7478]
['HiC_scaffold_17829', 7477]
['HiC_scaffold_17830', 7477]
['HiC_scaffold_17831', 7476]
['HiC_scaffold_17832', 7476]
['HiC_scaffold_17833', 7475]
['HiC_scaffold_17834', 7475]
['HiC_scaffold_17835', 7474]
['HiC_scaffold_17836', 7472]
['HiC_scaffold_17837', 7470]
['HiC_scaffold_17838', 7469]
['HiC_scaffold_17839', 7467]
['HiC_scaffold_17840', 7466]
['HiC_scaffold_17841', 7465]
['HiC_scaffold_17842', 7464]
['HiC_scaffold_9523', 7463]
['HiC_scaffold_17843', 7463]
['HiC_scaffold_17844', 7461]
['HiC_scaffold_17845', 7460]
['HiC_scaffold_17846', 7459]
['HiC_scaffold_17847', 7458]
['HiC_scaffold_17848', 7458]
['HiC_scaffold_17849', 7455]
['HiC_scaffold_17850', 7454]
['HiC_scaffold_17851', 7454]
['HiC_scaffold_1469', 7453]
['HiC_scaffold_17852', 7453]
['HiC_scaffold_17853', 7452]
['HiC_scaffold_17854', 7452]
['HiC_scaffold_17855', 7451]
['HiC_scaffold_17856', 7451]
['HiC_scaffold_17857', 7450]
['HiC_scaffold_17858', 7450]
['HiC_scaffold_4036', 7449]
['HiC_scaffold_17859', 7449]
['HiC_scaffold_17860', 7448]
['HiC_scaffold_17861', 7447]
['HiC_scaffold_17862', 7447]
['HiC_scaffold_17863', 7445]
['HiC_scaffold_17864', 7445]
['HiC_scaffold_9969', 7444]
['HiC_scaffold_7846', 7442]
['HiC_scaffold_8146', 7442]
['HiC_scaffold_17865', 7442]
['HiC_scaffold_17866', 7441]
['HiC_scaffold_17867', 7441]
['HiC_scaffold_17868', 7440]
['HiC_scaffold_17869', 7440]
['HiC_scaffold_17870', 7440]
['HiC_scaffold_6754', 7439]
['HiC_scaffold_17871', 7439]
['HiC_scaffold_17872', 7439]
['HiC_scaffold_17873', 7439]
['HiC_scaffold_17874', 7438]
['HiC_scaffold_17875', 7438]
['HiC_scaffold_17876', 7438]
['HiC_scaffold_17877', 7438]
['HiC_scaffold_17878', 7438]
['HiC_scaffold_17879', 7437]
['HiC_scaffold_17880', 7437]
['HiC_scaffold_17881', 7436]
['HiC_scaffold_17882', 7435]
['HiC_scaffold_17883', 7435]
['HiC_scaffold_17884', 7435]
['HiC_scaffold_17885', 7434]
['HiC_scaffold_17886', 7434]
['HiC_scaffold_17887', 7433]
['HiC_scaffold_17888', 7433]
['HiC_scaffold_17889', 7432]
['HiC_scaffold_17890', 7430]
['HiC_scaffold_17891', 7430]
['HiC_scaffold_17892', 7429]
['HiC_scaffold_17893', 7428]
['HiC_scaffold_2411', 7425]
['HiC_scaffold_17894', 7424]
['HiC_scaffold_17895', 7424]
['HiC_scaffold_17896', 7422]
['HiC_scaffold_17897', 7422]
['HiC_scaffold_17898', 7422]
['HiC_scaffold_7601', 7418]
['HiC_scaffold_17899', 7418]
['HiC_scaffold_17900', 7417]
['HiC_scaffold_17901', 7417]
['HiC_scaffold_17902', 7416]
['HiC_scaffold_17903', 7416]
['HiC_scaffold_17904', 7414]
['HiC_scaffold_17905', 7414]
['HiC_scaffold_17906', 7414]
['HiC_scaffold_9981', 7412]
['HiC_scaffold_17907', 7412]
['HiC_scaffold_17908', 7412]
['HiC_scaffold_17909', 7411]
['HiC_scaffold_17910', 7411]
['HiC_scaffold_17911', 7411]
['HiC_scaffold_17912', 7410]
['HiC_scaffold_17913', 7410]
['HiC_scaffold_17914', 7409]
['HiC_scaffold_17915', 7408]
['HiC_scaffold_17916', 7408]
['HiC_scaffold_17917', 7406]
['HiC_scaffold_17918', 7405]
['HiC_scaffold_17919', 7405]
['HiC_scaffold_17920', 7405]
['HiC_scaffold_17921', 7405]
['HiC_scaffold_17922', 7404]
['HiC_scaffold_17923', 7403]
['HiC_scaffold_17924', 7400]
['HiC_scaffold_17925', 7400]
['HiC_scaffold_17926', 7400]
['HiC_scaffold_17927', 7400]
['HiC_scaffold_17928', 7400]
['HiC_scaffold_17929', 7398]
['HiC_scaffold_17930', 7397]
['HiC_scaffold_17931', 7396]
['HiC_scaffold_17932', 7395]
['HiC_scaffold_17933', 7395]
['HiC_scaffold_17934', 7395]
['HiC_scaffold_17935', 7395]
['HiC_scaffold_17936', 7393]
['HiC_scaffold_17937', 7393]
['HiC_scaffold_17938', 7392]
['HiC_scaffold_1975', 7390]
['HiC_scaffold_17939', 7389]
['HiC_scaffold_17940', 7389]
['HiC_scaffold_7891', 7388]
['HiC_scaffold_17941', 7388]
['HiC_scaffold_17942', 7387]
['HiC_scaffold_17943', 7386]
['HiC_scaffold_17944', 7386]
['HiC_scaffold_17945', 7386]
['HiC_scaffold_17946', 7385]
['HiC_scaffold_17947', 7383]
['HiC_scaffold_17948', 7383]
['HiC_scaffold_17949', 7382]
['HiC_scaffold_17950', 7382]
['HiC_scaffold_17951', 7381]
['HiC_scaffold_17952', 7380]
['HiC_scaffold_17953', 7378]
['HiC_scaffold_17954', 7378]
['HiC_scaffold_17955', 7377]
['HiC_scaffold_17956', 7376]
['HiC_scaffold_7166', 7375]
['HiC_scaffold_17957', 7375]
['HiC_scaffold_8781', 7374]
['HiC_scaffold_17958', 7374]
['HiC_scaffold_17959', 7373]
['HiC_scaffold_17960', 7372]
['HiC_scaffold_8878', 7370]
['HiC_scaffold_17961', 7370]
['HiC_scaffold_17962', 7370]
['HiC_scaffold_17963', 7369]
['HiC_scaffold_17964', 7368]
['HiC_scaffold_17965', 7367]
['HiC_scaffold_2975', 7366]
['HiC_scaffold_17966', 7366]
['HiC_scaffold_17967', 7366]
['HiC_scaffold_17968', 7364]
['HiC_scaffold_17969', 7364]
['HiC_scaffold_17970', 7364]
['HiC_scaffold_17971', 7363]
['HiC_scaffold_17972', 7363]
['HiC_scaffold_17973', 7363]
['HiC_scaffold_17974', 7363]
['HiC_scaffold_17975', 7362]
['HiC_scaffold_17976', 7361]
['HiC_scaffold_17977', 7360]
['HiC_scaffold_17978', 7358]
['HiC_scaffold_17979', 7356]
['HiC_scaffold_6669', 7354]
['HiC_scaffold_17980', 7353]
['HiC_scaffold_17981', 7352]
['HiC_scaffold_17982', 7351]
['HiC_scaffold_17983', 7350]
['HiC_scaffold_17984', 7348]
['HiC_scaffold_5299', 7347]
['HiC_scaffold_17985', 7347]
['HiC_scaffold_17986', 7346]
['HiC_scaffold_17987', 7346]
['HiC_scaffold_17988', 7345]
['HiC_scaffold_17989', 7345]
['HiC_scaffold_17990', 7344]
['HiC_scaffold_17991', 7343]
['HiC_scaffold_17992', 7342]
['HiC_scaffold_17993', 7342]
['HiC_scaffold_17994', 7341]
['HiC_scaffold_3838', 7340]
['HiC_scaffold_17995', 7338]
['HiC_scaffold_17996', 7337]
['HiC_scaffold_17997', 7337]
['HiC_scaffold_17998', 7336]
['HiC_scaffold_5604', 7334]
['HiC_scaffold_17999', 7334]
['HiC_scaffold_18000', 7332]
['HiC_scaffold_18001', 7331]
['HiC_scaffold_18002', 7331]
['HiC_scaffold_18003', 7331]
['HiC_scaffold_18004', 7330]
['HiC_scaffold_18005', 7329]
['HiC_scaffold_18006', 7328]
['HiC_scaffold_18007', 7328]
['HiC_scaffold_18008', 7328]
['HiC_scaffold_4793', 7327]
['HiC_scaffold_4774', 7326]
['HiC_scaffold_18009', 7326]
['HiC_scaffold_18010', 7324]
['HiC_scaffold_18011', 7324]
['HiC_scaffold_18012', 7323]
['HiC_scaffold_18013', 7322]
['HiC_scaffold_18014', 7322]
['HiC_scaffold_18015', 7321]
['HiC_scaffold_18016', 7321]
['HiC_scaffold_18017', 7320]
['HiC_scaffold_18018', 7316]
['HiC_scaffold_18019', 7316]
['HiC_scaffold_961', 7315]
['HiC_scaffold_18020', 7315]
['HiC_scaffold_18021', 7314]
['HiC_scaffold_18022', 7313]
['HiC_scaffold_18023', 7313]
['HiC_scaffold_18024', 7313]
['HiC_scaffold_18025', 7313]
['HiC_scaffold_18026', 7310]
['HiC_scaffold_18027', 7310]
['HiC_scaffold_18028', 7310]
['HiC_scaffold_18029', 7309]
['HiC_scaffold_9469', 7308]
['HiC_scaffold_18030', 7308]
['HiC_scaffold_18031', 7306]
['HiC_scaffold_18032', 7306]
['HiC_scaffold_18033', 7304]
['HiC_scaffold_18034', 7304]
['HiC_scaffold_4540', 7303]
['HiC_scaffold_18035', 7303]
['HiC_scaffold_18036', 7303]
['HiC_scaffold_18037', 7302]
['HiC_scaffold_10191', 7301]
['HiC_scaffold_18038', 7301]
['HiC_scaffold_18039', 7301]
['HiC_scaffold_18040', 7300]
['HiC_scaffold_18041', 7300]
['HiC_scaffold_18042', 7299]
['HiC_scaffold_18043', 7299]
['HiC_scaffold_9818', 7298]
['HiC_scaffold_8048', 7295]
['HiC_scaffold_18044', 7295]
['HiC_scaffold_18045', 7295]
['HiC_scaffold_18046', 7294]
['HiC_scaffold_18047', 7293]
['HiC_scaffold_18048', 7293]
['HiC_scaffold_18049', 7291]
['HiC_scaffold_18050', 7290]
['HiC_scaffold_4825', 7289]
['HiC_scaffold_18051', 7289]
['HiC_scaffold_18052', 7288]
['HiC_scaffold_18053', 7288]
['HiC_scaffold_6800', 7287]
