['contig_12507', 1080899]
['contig_101155', 7780]
['contig_102467', 7780]
['contig_120563', 7780]
['contig_84825', 7780]
['contig_137817', 7779]
['contig_110816', 7778]
['contig_89925', 7778]
['contig_138142', 7777]
['contig_23877', 7777]
['contig_56423', 7776]
['contig_91582', 7776]
['contig_111988', 7775]
['contig_141541', 7775]
['contig_49378', 7775]
['contig_17508', 7774]
['contig_32097', 7774]
['contig_65735', 7774]
['contig_78274', 7774]
['contig_84596', 7774]
['contig_88642', 7774]
['contig_103750', 7773]
['contig_124482', 7773]
['contig_51944', 7773]
['contig_57996', 7773]
['contig_86631', 7773]
['contig_95489', 7773]
['contig_97552', 7773]
['contig_137375', 7771]
['contig_34520', 7771]
['contig_102093', 7770]
['contig_139228', 7770]
['contig_30227', 7770]
['contig_56095', 7770]
['contig_59877', 7770]
['contig_103687', 7769]
['contig_19047', 7769]
['contig_37933', 7769]
['contig_67734', 7769]
['contig_88109', 7769]
['contig_89104', 7769]
['contig_107925', 7768]
['contig_122450', 7768]
['contig_74750', 7768]
['contig_85546', 7768]
['contig_108555', 7767]
['contig_21022', 7767]
['contig_23698', 7767]
['contig_101835', 7766]
['contig_21836', 7766]
['contig_39939', 7766]
['contig_104467', 7765]
['contig_109514', 7765]
['contig_132175', 7764]
['contig_50691', 7764]
['contig_73721', 7764]
['contig_99651', 7764]
['contig_123373', 7763]
['contig_81598', 7763]
['contig_138257', 7762]
['contig_96502', 7762]
['contig_83222', 7761]
['contig_98867', 7761]
['contig_125308', 7760]
['contig_141054', 7760]
['contig_59074', 7760]
['contig_141300', 7759]
['contig_46042', 7759]
['contig_78892', 7758]
['contig_79977', 7758]
['contig_117133', 7757]
['contig_23425', 7757]
['contig_35606', 7757]
['contig_93090', 7756]
['contig_133202', 7755]
['contig_98490', 7755]
['contig_103754', 7753]
['contig_125747', 7753]
['contig_129709', 7752]
['contig_140616', 7752]
['contig_84650', 7752]
['contig_131829', 7751]
['contig_17592', 7751]
['contig_27229', 7750]
['contig_76110', 7750]
['contig_116620', 7749]
['contig_123707', 7749]
['contig_127040', 7749]
['contig_43592', 7749]
['contig_43283', 7748]
['contig_46301', 7748]
['contig_95984', 7748]
['contig_115216', 7747]
['contig_121461', 7747]
['contig_122312', 7747]
['contig_4485', 7747]
['contig_73046', 7747]
['contig_40597', 7746]
['contig_111275', 7745]
['contig_119453', 7744]
['contig_131597', 7744]
['contig_23124', 7744]
['contig_62147', 7744]
['contig_112822', 7743]
['contig_120288', 7743]
['contig_84004', 7743]
['contig_53269', 7742]
['contig_104151', 7741]
['contig_39813', 7741]
['contig_65782', 7741]
['contig_67163', 7741]
['contig_117368', 7740]
['contig_134614', 7740]
['contig_44640', 7740]
['contig_69046', 7740]
['contig_72084', 7740]
['contig_109213', 7739]
['contig_47266', 7739]
['contig_37845', 7738]
['contig_127080', 7736]
['contig_129402', 7736]
['contig_33348', 7736]
['contig_96870', 7736]
['contig_113302', 7735]
['contig_73540', 7735]
['contig_83668', 7735]
['contig_95913', 7735]
['contig_105771', 7734]
['contig_98972', 7734]
['contig_112197', 7733]
['contig_77801', 7733]
['contig_35698', 7732]
['contig_83905', 7731]
['contig_88794', 7731]
['contig_89262', 7731]
['contig_124157', 7730]
['contig_20208', 7730]
['contig_28961', 7730]
['contig_116095', 7729]
['contig_127267', 7728]
['contig_126766', 7727]
['contig_127702', 7727]
['contig_44513', 7727]
['contig_116787', 7726]
['contig_69703', 7726]
['contig_110627', 7725]
['contig_120136', 7725]
['contig_127475', 7725]
['contig_16536', 7725]
['contig_78919', 7725]
['contig_123055', 7724]
['contig_83889', 7723]
['contig_102133', 7721]
['contig_118248', 7721]
['contig_128324', 7721]
['contig_129547', 7721]
['contig_24427', 7721]
['contig_42166', 7721]
['contig_122710', 7720]
['contig_125011', 7720]
['contig_19637', 7720]
['contig_59051', 7720]
['contig_108216', 7719]
['contig_136569', 7719]
['contig_29495', 7719]
['contig_5266', 7719]
['contig_77336', 7719]
['contig_94924', 7719]
['contig_103526', 7718]
['contig_110902', 7718]
['contig_128161', 7718]
['contig_27682', 7717]
['contig_31389', 7717]
['contig_64533', 7717]
['contig_67934', 7717]
['contig_136693', 7716]
['contig_39495', 7716]
['contig_55559', 7716]
['contig_113620', 7715]
['contig_134235', 7715]
['contig_82275', 7715]
['contig_88378', 7715]
['contig_119396', 7714]
['contig_26403', 7714]
['contig_45939', 7714]
['contig_77085', 7714]
['contig_93733', 7714]
['contig_117736', 7713]
['contig_118911', 7713]
['contig_96992', 7713]
['contig_122782', 7712]
['contig_2245', 7712]
['contig_22964', 7712]
['contig_72985', 7712]
['contig_111429', 7711]
['contig_20161', 7711]
['contig_65492', 7711]
['contig_82247', 7711]
['contig_30985', 7710]
['contig_62876', 7710]
['contig_71302', 7710]
['contig_71900', 7710]
['contig_113298', 7709]
['contig_126625', 7709]
['contig_136162', 7709]
['contig_138392', 7709]
['contig_140273', 7709]
['contig_106064', 7707]
['contig_31054', 7707]
['contig_38350', 7707]
['contig_53981', 7707]
['contig_64127', 7707]
['contig_97695', 7707]
['contig_111150', 7706]
['contig_135943', 7706]
['contig_139085', 7705]
['contig_111053', 7704]
['contig_111666', 7704]
['contig_112329', 7704]
['contig_11024', 7703]
['contig_114911', 7703]
['contig_124047', 7703]
['contig_141418', 7703]
['contig_45585', 7703]
['contig_117334', 7702]
['contig_34443', 7702]
['contig_48937', 7702]
['contig_107670', 7701]
['contig_129530', 7701]
['contig_50166', 7701]
['contig_87753', 7701]
['contig_38129', 7700]
['contig_138604', 7699]
['contig_139213', 7699]
['contig_25327', 7699]
['contig_52437', 7699]
['contig_82460', 7699]
['contig_85277', 7699]
['contig_67561', 7698]
['contig_119970', 7696]
['contig_99984', 7696]
['contig_104509', 7694]
['contig_123977', 7694]
['contig_139521', 7694]
['contig_37526', 7694]
['contig_83211', 7694]
['contig_97820', 7692]
['contig_141112', 7690]
['contig_6608', 7690]
['contig_88185', 7690]
['contig_113049', 7689]
['contig_111977', 7688]
['contig_113851', 7687]
['contig_138485', 7687]
['contig_29965', 7687]
['contig_71914', 7687]
['contig_51941', 7686]
['contig_59348', 7686]
['contig_64684', 7686]
['contig_37311', 7685]
['contig_46640', 7685]
['contig_98212', 7685]
['contig_100562', 7684]
['contig_73440', 7684]
['contig_119282', 7683]
['contig_21563', 7683]
['contig_63632', 7683]
['contig_111953', 7682]
['contig_115912', 7681]
['contig_133032', 7681]
['contig_100640', 7680]
['contig_124070', 7680]
['contig_129125', 7680]
['contig_133583', 7680]
['contig_23836', 7680]
['contig_139123', 7679]
['contig_45863', 7679]
['contig_87306', 7679]
['contig_88412', 7679]
['contig_33028', 7678]
['contig_41806', 7678]
['contig_100489', 7676]
['contig_100518', 7676]
['contig_102492', 7676]
['contig_104932', 7676]
['contig_47050', 7676]
['contig_107181', 7674]
['contig_122336', 7674]
['contig_135105', 7674]
['contig_138004', 7674]
['contig_53623', 7674]
['contig_104883', 7673]
['contig_135369', 7673]
['contig_138700', 7673]
['contig_19055', 7673]
['contig_47556', 7673]
['contig_54725', 7673]
['contig_92946', 7673]
['contig_95606', 7673]
['contig_118256', 7672]
['contig_129303', 7672]
['contig_51436', 7672]
['contig_74822', 7672]
['contig_108808', 7671]
['contig_124481', 7671]
['contig_132112', 7671]
['contig_3656', 7671]
['contig_131810', 7669]
['contig_63360', 7669]
['contig_90080', 7669]
['contig_120291', 7668]
['contig_29218', 7668]
['contig_32448', 7668]
['contig_107969', 7667]
['contig_26505', 7666]
['contig_88403', 7666]
['contig_116195', 7665]
['contig_129330', 7665]
['contig_38380', 7665]
['contig_87008', 7665]
['contig_126996', 7664]
['contig_114616', 7663]
['contig_41299', 7663]
['contig_50666', 7663]
['contig_70789', 7663]
['contig_7553', 7663]
['contig_86109', 7663]
['contig_42210', 7662]
['contig_122626', 7661]
['contig_64398', 7661]
['contig_100857', 7660]
['contig_30273', 7660]
['contig_49235', 7660]
['contig_118060', 7659]
['contig_26662', 7659]
['contig_76816', 7659]
['contig_28925', 7658]
['contig_33645', 7658]
['contig_117246', 7657]
['contig_135462', 7657]
['contig_68122', 7657]
['contig_88881', 7657]
['contig_56426', 7656]
['contig_96203', 7656]
['contig_96880', 7656]
['contig_48686', 7655]
['contig_135239', 7654]
['contig_14184', 7654]
['contig_43165', 7654]
['contig_102172', 7653]
['contig_132340', 7653]
['contig_110169', 7652]
['contig_123524', 7652]
['contig_68487', 7652]
['contig_75744', 7652]
['contig_76574', 7652]
['contig_85620', 7652]
['contig_118070', 7651]
['contig_28587', 7651]
['contig_88326', 7651]
['contig_140636', 7650]
['contig_92051', 7649]
['contig_92978', 7649]
['contig_128849', 7648]
['contig_12960', 7648]
['contig_60409', 7648]
['contig_6954', 7648]
['contig_77905', 7648]
['contig_91434', 7648]
['contig_36877', 7647]
['contig_99490', 7647]
['contig_99755', 7647]
['contig_36175', 7646]
['contig_7691', 7646]
['contig_87355', 7646]
['contig_88526', 7646]
['contig_53619', 7645]
['contig_66943', 7645]
['contig_83075', 7645]
['contig_123773', 7644]
['contig_101450', 7643]
['contig_67725', 7643]
['contig_92021', 7643]
['contig_9612', 7643]
['contig_121819', 7642]
['contig_36414', 7642]
['contig_88620', 7642]
['contig_136764', 7641]
['contig_138495', 7641]
['contig_2415', 7640]
['contig_66005', 7640]
['contig_107836', 7639]
['contig_110502', 7639]
['contig_129683', 7639]
['contig_139927', 7639]
['contig_20781', 7639]
['contig_53902', 7639]
['contig_72671', 7639]
['contig_98389', 7639]
['contig_126459', 7638]
['contig_37604', 7638]
['contig_97227', 7638]
['contig_113487', 7636]
['contig_21107', 7636]
['contig_60596', 7636]
['contig_84946', 7636]
['contig_60118', 7635]
['contig_109506', 7634]
['contig_124663', 7634]
['contig_114642', 7633]
['contig_71525', 7633]
['contig_72611', 7633]
['contig_84061', 7633]
['contig_102592', 7632]
['contig_127981', 7632]
['contig_128576', 7632]
['contig_137798', 7631]
['contig_50169', 7631]
['contig_64055', 7631]
['contig_65439', 7631]
['contig_92741', 7631]
['contig_109184', 7630]
['contig_107792', 7629]
['contig_109910', 7629]
['contig_127093', 7629]
['contig_14167', 7629]
['contig_83476', 7629]
['contig_59689', 7628]
['contig_71844', 7628]
['contig_140369', 7627]
['contig_38987', 7627]
['contig_104215', 7626]
['contig_120342', 7625]
['contig_33363', 7625]
['contig_86275', 7625]
['contig_103096', 7624]
['contig_113889', 7624]
['contig_60050', 7624]
['contig_77600', 7624]
['contig_139435', 7623]
['contig_118059', 7622]
['contig_62229', 7621]
['contig_121923', 7620]
['contig_136336', 7620]
['contig_66853', 7620]
['contig_45047', 7618]
['contig_68318', 7618]
['contig_89510', 7618]
['contig_127896', 7617]
['contig_137728', 7617]
['contig_94820', 7617]
['contig_135309', 7616]
['contig_141231', 7616]
['contig_90547', 7616]
['contig_141028', 7615]
['contig_38253', 7615]
['contig_18727', 7614]
['contig_67926', 7614]
['contig_140429', 7613]
['contig_141501', 7613]
['contig_51951', 7613]
['contig_85737', 7611]
['contig_108434', 7610]
['contig_90247', 7610]
['contig_130497', 7609]
['contig_70222', 7609]
['contig_99986', 7609]
['contig_107386', 7608]
['contig_112933', 7608]
['contig_98748', 7608]
['contig_109077', 7607]
['contig_54214', 7607]
['contig_69169', 7607]
['contig_101743', 7606]
['contig_82458', 7606]
['contig_110330', 7605]
['contig_126582', 7605]
['contig_46310', 7605]
['contig_60978', 7605]
['contig_115521', 7604]
['contig_109841', 7603]
['contig_137374', 7603]
['contig_14615', 7603]
['contig_90554', 7603]
['contig_93923', 7603]
['contig_121344', 7602]
['contig_106268', 7601]
['contig_53676', 7601]
['contig_107101', 7600]
['contig_30270', 7600]
['contig_24430', 7599]
['contig_31436', 7599]
['contig_83488', 7599]
['contig_54721', 7598]
['contig_88021', 7598]
['contig_120128', 7597]
['contig_133688', 7597]
['contig_16621', 7597]
['contig_42381', 7597]
['contig_55886', 7597]
['contig_65223', 7597]
['contig_66843', 7597]
['contig_129020', 7596]
['contig_64121', 7596]
['contig_69869', 7596]
['contig_70319', 7596]
['contig_88787', 7596]
['contig_41697', 7595]
['contig_45849', 7595]
['contig_115516', 7594]
['contig_140996', 7594]
['contig_34398', 7594]
['contig_81781', 7594]
['contig_40216', 7593]
['contig_83107', 7593]
['contig_126927', 7592]
['contig_28813', 7591]
['contig_40780', 7591]
['contig_43916', 7591]
['contig_59374', 7591]
['contig_84118', 7591]
['contig_115616', 7590]
['contig_24558', 7590]
['contig_30244', 7590]
['contig_49603', 7590]
['contig_65411', 7590]
['contig_108186', 7589]
['contig_55791', 7589]
['contig_81348', 7589]
['contig_85500', 7589]
['contig_96615', 7589]
['contig_50373', 7588]
['contig_99386', 7588]
['contig_126994', 7587]
['contig_30760', 7587]
['contig_86681', 7587]
['contig_96821', 7587]
['contig_138071', 7586]
['contig_138899', 7586]
['contig_42598', 7585]
['contig_45678', 7585]
['contig_126142', 7584]
['contig_98850', 7584]
['contig_105807', 7583]
['contig_140971', 7583]
['contig_26956', 7583]
['contig_40006', 7583]
['contig_60556', 7583]
['contig_103862', 7582]
['contig_104074', 7582]
['contig_26185', 7582]
['contig_36665', 7582]
['contig_60023', 7582]
['contig_94064', 7582]
['contig_112779', 7581]
['contig_77565', 7581]
['contig_129897', 7580]
['contig_97830', 7580]
['contig_30334', 7579]
['contig_132403', 7578]
['contig_97140', 7578]
['contig_112780', 7577]
['contig_20608', 7577]
['contig_89968', 7577]
['contig_96168', 7577]
['contig_53786', 7576]
['contig_65085', 7575]
['contig_72307', 7575]
['contig_103995', 7574]
['contig_112546', 7574]
['contig_116649', 7574]
['contig_111355', 7572]
['contig_117836', 7572]
['contig_128589', 7572]
['contig_140071', 7572]
['contig_78269', 7572]
['contig_83858', 7572]
['contig_120797', 7571]
['contig_123848', 7571]
['contig_136868', 7571]
['contig_140807', 7571]
['contig_15870', 7571]
['contig_77902', 7571]
['contig_119973', 7569]
['contig_134493', 7569]
['contig_75870', 7567]
['contig_109989', 7566]
['contig_128385', 7566]
['contig_5511', 7566]
['contig_76965', 7566]
['contig_88931', 7566]
['contig_94061', 7566]
['contig_119538', 7565]
['contig_127874', 7565]
['contig_103277', 7564]
['contig_116452', 7564]
['contig_119551', 7564]
['contig_140306', 7564]
['contig_34173', 7564]
['contig_31308', 7563]
['contig_126416', 7562]
['contig_92131', 7562]
['contig_136286', 7561]
['contig_140758', 7561]
['contig_51275', 7561]
['contig_59129', 7561]
['contig_98071', 7561]
['contig_27059', 7560]
['contig_97683', 7560]
['contig_105091', 7559]
['contig_14438', 7559]
['contig_17956', 7559]
['contig_26274', 7559]
['contig_24472', 7558]
['contig_70555', 7558]
['contig_104278', 7557]
['contig_32467', 7556]
['contig_96006', 7556]
['contig_94640', 7555]
['contig_98167', 7555]
['contig_186', 7554]
['contig_96507', 7553]
['contig_111853', 7552]
['contig_50027', 7552]
['contig_75988', 7552]
['contig_87939', 7552]
['contig_92075', 7552]
['contig_98904', 7552]
['contig_102591', 7551]
['contig_32656', 7551]
['contig_57460', 7551]
['contig_94757', 7551]
['contig_96408', 7551]
['contig_112590', 7550]
['contig_136360', 7550]
['contig_83481', 7550]
['contig_121934', 7549]
['contig_23954', 7549]
['contig_36540', 7549]
['contig_50933', 7549]
['contig_106769', 7548]
['contig_128151', 7547]
['contig_45768', 7547]
['contig_70374', 7547]
['contig_84764', 7547]
['contig_95350', 7547]
['contig_126430', 7546]
['contig_126781', 7546]
['contig_87843', 7546]
['contig_105055', 7545]
['contig_3639', 7545]
['contig_125949', 7544]
['contig_40558', 7544]
['contig_54314', 7544]
['contig_104258', 7543]
['contig_60098', 7542]
['contig_107940', 7541]
['contig_122558', 7541]
['contig_61606', 7541]
['contig_64328', 7541]
['contig_139516', 7540]
['contig_20200', 7539]
['contig_71716', 7539]
['contig_7390', 7539]
['contig_41132', 7538]
['contig_96161', 7538]
['contig_112285', 7537]
['contig_96642', 7537]
['contig_127565', 7536]
['contig_53072', 7536]
['contig_88051', 7536]
['contig_91659', 7536]
['contig_94803', 7536]
['contig_125543', 7535]
['contig_132227', 7535]
['contig_126828', 7534]
['contig_76817', 7534]
['contig_124275', 7533]
['contig_10885', 7532]
['contig_55099', 7532]
['contig_82322', 7532]
['contig_124112', 7531]
['contig_126809', 7531]
['contig_84821', 7531]
['contig_110197', 7530]
['contig_29269', 7530]
['contig_79337', 7530]
['contig_91610', 7530]
['contig_96484', 7529]
['contig_72864', 7528]
['contig_81007', 7528]
['contig_86310', 7528]
['contig_84547', 7527]
['contig_45818', 7526]
['contig_135952', 7525]
['contig_141475', 7525]
['contig_17895', 7525]
['contig_61630', 7525]
['contig_92303', 7525]
['contig_122359', 7524]
['contig_55960', 7524]
['contig_84795', 7524]
['contig_115423', 7523]
['contig_48639', 7523]
['contig_65713', 7523]
['contig_92279', 7523]
['contig_18135', 7522]
['contig_11489', 7521]
['contig_137036', 7521]
['contig_59211', 7521]
['contig_128535', 7520]
['contig_141506', 7520]
['contig_35127', 7520]
['contig_60097', 7520]
['contig_74829', 7520]
['contig_104623', 7519]
['contig_128271', 7519]
['contig_87178', 7519]
['contig_105485', 7518]
['contig_77862', 7518]
['contig_84173', 7518]
['contig_68600', 7517]
['contig_32842', 7516]
['contig_60559', 7516]
['contig_6784', 7516]
['contig_126705', 7515]
['contig_129806', 7515]
['contig_17019', 7515]
['contig_93663', 7515]
['contig_129544', 7514]
['contig_38227', 7514]
['contig_52417', 7514]
['contig_61753', 7514]
['contig_127572', 7513]
['contig_84479', 7513]
['contig_91274', 7513]
['contig_34577', 7512]
['contig_132784', 7511]
['contig_8411', 7511]
['contig_120265', 7510]
['contig_59715', 7510]
['contig_62048', 7510]
['contig_124672', 7509]
['contig_126831', 7509]
['contig_139160', 7509]
['contig_93572', 7509]
['contig_17223', 7508]
['contig_51956', 7508]
['contig_137707', 7507]
['contig_47571', 7507]
['contig_63821', 7507]
['contig_99527', 7507]
['contig_104692', 7506]
['contig_118239', 7506]
['contig_47978', 7506]
['contig_64534', 7506]
['contig_69675', 7506]
['contig_87790', 7505]
['contig_107490', 7504]
['contig_107951', 7504]
['contig_138382', 7504]
['contig_131030', 7503]
['contig_31790', 7503]
['contig_70861', 7503]
['contig_90563', 7503]
['contig_101265', 7502]
['contig_136198', 7502]
['contig_22440', 7502]
['contig_83793', 7502]
['contig_96965', 7502]
['contig_104786', 7501]
['contig_68025', 7501]
['contig_129327', 7500]
['contig_111991', 7499]
['contig_125438', 7499]
['contig_55417', 7499]
['contig_5717', 7499]
['contig_64797', 7499]
['contig_88800', 7499]
['contig_114413', 7498]
['contig_62802', 7498]
['contig_71927', 7498]
['contig_72831', 7498]
['contig_81479', 7497]
['contig_101315', 7496]
['contig_75354', 7496]
['contig_83430', 7496]
['contig_137217', 7495]
['contig_111517', 7494]
['contig_126926', 7494]
['contig_132478', 7494]
['contig_99264', 7494]
['contig_136633', 7493]
['contig_14294', 7493]
['contig_44835', 7493]
['contig_80228', 7493]
['contig_110350', 7492]
['contig_63645', 7492]
['contig_85397', 7492]
['contig_123932', 7491]
['contig_108794', 7490]
['contig_111317', 7489]
['contig_140402', 7489]
['contig_55341', 7489]
['contig_74406', 7489]
['contig_130321', 7488]
['contig_131215', 7488]
['contig_85206', 7488]
['contig_112742', 7487]
['contig_117061', 7487]
['contig_138028', 7487]
['contig_36168', 7487]
['contig_82084', 7487]
['contig_88398', 7487]
['contig_100432', 7486]
['contig_106844', 7486]
['contig_37991', 7486]
['contig_78370', 7485]
['contig_108863', 7484]
['contig_16071', 7484]
['contig_39050', 7484]
['contig_77986', 7484]
['contig_97722', 7484]
['contig_138942', 7482]
['contig_41104', 7482]
['contig_66730', 7482]
['contig_85874', 7482]
['contig_91403', 7482]
['contig_92475', 7482]
['contig_121467', 7481]
['contig_140011', 7481]
['contig_46787', 7481]
['contig_48029', 7481]
['contig_122173', 7480]
['contig_126314', 7480]
['contig_126594', 7480]
['contig_106641', 7479]
['contig_107243', 7479]
['contig_31489', 7479]
['contig_37245', 7479]
['contig_90369', 7479]
['contig_108161', 7478]
['contig_128301', 7478]
['contig_140641', 7478]
['contig_22758', 7478]
['contig_46246', 7478]
['contig_108409', 7477]
['contig_136945', 7477]
['contig_28472', 7477]
['contig_30409', 7477]
['contig_114446', 7476]
['contig_114471', 7476]
['contig_13129', 7476]
['contig_40366', 7476]
['contig_69324', 7476]
['contig_101513', 7475]
['contig_71037', 7475]
['contig_79135', 7475]
['contig_80186', 7475]
['contig_123503', 7474]
['contig_132493', 7474]
['contig_138181', 7474]
['contig_18332', 7474]
['contig_117841', 7473]
['contig_133162', 7473]
['contig_59695', 7473]
['contig_101918', 7472]
['contig_47200', 7472]
['contig_47974', 7472]
['contig_18637', 7471]
['contig_22503', 7471]
['contig_18169', 7470]
['contig_2755', 7470]
['contig_79641', 7470]
['contig_24753', 7469]
['contig_26028', 7469]
['contig_64622', 7469]
['contig_128331', 7468]
['contig_78341', 7468]
['contig_98712', 7467]
['contig_112239', 7466]
['contig_129916', 7466]
['contig_140332', 7466]
['contig_81344', 7466]
['contig_129328', 7465]
['contig_135339', 7465]
['contig_137123', 7464]
['contig_16144', 7463]
['contig_72130', 7463]
['contig_136650', 7462]
['contig_140046', 7462]
['contig_73884', 7462]
['contig_11406', 7461]
['contig_127095', 7461]
['contig_103299', 7460]
['contig_26239', 7460]
['contig_34813', 7460]
['contig_83062', 7460]
['contig_94550', 7460]
['contig_102121', 7459]
['contig_54403', 7459]
['contig_55289', 7459]
['contig_74022', 7459]
['contig_107258', 7458]
['contig_126568', 7458]
['contig_140293', 7458]
['contig_116473', 7457]
['contig_111140', 7456]
['contig_114354', 7456]
['contig_96039', 7456]
['contig_109865', 7455]
['contig_123276', 7455]
['contig_133447', 7455]
['contig_72285', 7455]
['contig_115619', 7454]
['contig_133704', 7454]
['contig_23611', 7454]
['contig_33093', 7454]
['contig_63474', 7454]
['contig_100066', 7453]
['contig_49192', 7453]
['contig_121679', 7452]
['contig_19725', 7452]
['contig_27971', 7452]
['contig_95330', 7452]
['contig_113613', 7451]
['contig_26227', 7451]
['contig_33672', 7451]
['contig_8343', 7451]
['contig_120876', 7450]
['contig_120877', 7450]
['contig_125618', 7450]
['contig_94413', 7450]
['contig_99348', 7450]
['contig_100500', 7449]
['contig_112595', 7449]
['contig_49567', 7449]
['contig_78296', 7449]
['contig_129581', 7448]
['contig_50430', 7448]
['contig_23966', 7447]
['contig_68861', 7447]
['contig_92764', 7447]
['contig_96902', 7446]
['contig_102594', 7445]
['contig_114380', 7445]
['contig_31460', 7445]
['contig_62846', 7445]
['contig_77229', 7445]
['contig_104979', 7444]
['contig_46767', 7442]
['contig_53330', 7442]
['contig_83887', 7442]
['contig_134031', 7441]
['contig_134984', 7441]
['contig_71546', 7441]
['contig_109411', 7440]
['contig_122383', 7440]
['contig_52726', 7440]
['contig_66015', 7440]
['contig_99143', 7440]
['contig_120163', 7439]
['contig_121801', 7439]
['contig_43976', 7439]
['contig_51166', 7439]
['contig_68414', 7439]
['contig_126775', 7438]
['contig_128897', 7438]
['contig_68883', 7438]
['contig_86295', 7438]
['contig_87658', 7438]
['contig_23294', 7437]
['contig_89558', 7437]
['contig_44573', 7436]
['contig_71847', 7436]
['contig_96522', 7436]
['contig_23122', 7435]
['contig_65733', 7435]
['contig_69066', 7435]
['contig_75563', 7435]
['contig_78465', 7435]
['contig_88439', 7435]
['contig_108093', 7434]
['contig_126721', 7434]
['contig_90415', 7434]
['contig_98543', 7434]
['contig_112223', 7433]
['contig_119111', 7433]
['contig_138194', 7433]
['contig_103547', 7432]
['contig_39058', 7432]
['contig_114501', 7431]
['contig_74550', 7431]
['contig_81960', 7431]
['contig_122618', 7430]
['contig_131626', 7430]
['contig_29436', 7430]
['contig_55584', 7430]
['contig_113444', 7429]
['contig_130066', 7429]
['contig_8377', 7429]
['contig_45150', 7428]
['contig_93037', 7428]
['contig_99969', 7428]
['contig_108968', 7426]
['contig_79757', 7426]
['contig_127100', 7425]
['contig_12177', 7424]
['contig_134442', 7424]
['contig_139864', 7424]
['contig_23553', 7424]
['contig_83185', 7424]
['contig_87118', 7424]
['contig_103209', 7423]
['contig_12983', 7423]
['contig_100893', 7422]
['contig_127476', 7422]
['contig_24240', 7422]
['contig_27317', 7422]
['contig_31165', 7422]
['contig_70487', 7420]
['contig_92540', 7420]
['contig_52532', 7419]
['contig_96322', 7419]
['contig_48626', 7418]
['contig_70134', 7418]
['contig_112018', 7417]
['contig_116575', 7417]
['contig_134805', 7417]
['contig_58843', 7417]
['contig_61154', 7417]
['contig_54746', 7416]
['contig_6369', 7416]
['contig_93329', 7416]
['contig_139455', 7415]
['contig_13894', 7414]
['contig_14348', 7414]
['contig_60706', 7414]
['contig_82078', 7414]
['contig_80060', 7413]
['contig_88829', 7413]
['contig_112787', 7412]
['contig_124693', 7412]
['contig_137289', 7412]
['contig_79470', 7412]
['contig_112225', 7411]
['contig_126145', 7411]
['contig_15346', 7411]
['contig_42076', 7411]
['contig_75303', 7411]
['contig_90941', 7411]
['contig_33071', 7410]
['contig_37104', 7410]
['contig_55347', 7410]
['contig_109416', 7409]
['contig_114248', 7409]
['contig_131839', 7409]
['contig_15459', 7409]
['contig_117395', 7408]
['contig_134756', 7408]
['contig_94071', 7408]
['contig_53103', 7407]
['contig_88705', 7407]
['contig_106522', 7406]
['contig_100030', 7405]
['contig_112538', 7405]
['contig_36086', 7405]
['contig_72038', 7405]
['contig_104333', 7404]
['contig_111892', 7404]
['contig_99775', 7404]
['contig_110224', 7403]
['contig_119450', 7402]
['contig_124667', 7402]
['contig_122403', 7401]
['contig_130028', 7401]
['contig_37117', 7401]
['contig_109695', 7400]
['contig_116304', 7400]
['contig_130083', 7400]
['contig_135030', 7400]
['contig_135224', 7400]
['contig_26370', 7400]
['contig_74961', 7400]
['contig_86298', 7400]
['contig_128934', 7399]
['contig_132523', 7399]
['contig_79338', 7399]
['contig_87543', 7399]
['contig_141575', 7398]
['contig_51638', 7397]
['contig_86397', 7397]
['contig_40070', 7396]
['contig_24199', 7395]
['contig_51091', 7395]
['contig_6911', 7395]
['contig_88165', 7395]
['contig_99739', 7395]
['contig_130567', 7393]
['contig_28410', 7393]
['contig_45291', 7393]
['contig_126018', 7392]
['contig_38992', 7392]
['contig_120940', 7391]
['contig_138907', 7390]
['contig_112604', 7389]
['contig_112872', 7389]
['contig_120209', 7389]
['contig_122307', 7389]
['contig_129301', 7389]
['contig_75455', 7389]
['contig_50934', 7388]
['contig_62767', 7388]
['contig_91345', 7388]
['contig_51914', 7387]
['contig_111744', 7386]
['contig_42952', 7386]
['contig_53302', 7386]
['contig_22083', 7385]
['contig_33977', 7385]
['contig_71385', 7385]
['contig_123045', 7383]
['contig_48019', 7383]
['contig_48657', 7382]
['contig_53605', 7382]
['contig_81068', 7382]
['contig_122434', 7381]
['contig_74396', 7381]
['contig_6191', 7380]
['contig_79328', 7380]
['contig_97745', 7380]
['contig_137794', 7378]
['contig_54408', 7378]
['contig_72797', 7378]
['contig_133800', 7377]
['contig_72907', 7377]
['contig_59124', 7376]
['contig_68786', 7376]
['contig_70205', 7376]
['contig_76616', 7375]
['contig_107686', 7374]
['contig_42470', 7374]
['contig_118815', 7373]
['contig_31179', 7373]
['contig_31440', 7373]
['contig_61238', 7373]
['contig_99336', 7373]
['contig_46891', 7372]
['contig_49206', 7372]
['contig_50101', 7372]
['contig_74257', 7372]
['contig_107140', 7371]
['contig_101136', 7370]
['contig_13238', 7370]
['contig_140883', 7370]
['contig_82046', 7370]
['contig_125186', 7369]
['contig_44912', 7369]
['contig_99717', 7369]
['contig_107713', 7368]
['contig_128246', 7368]
['contig_129005', 7368]
['contig_76477', 7368]
['contig_132333', 7367]
['contig_110575', 7366]
['contig_122828', 7366]
